id,label,left_index,left_id,left_title,left_authors,left_venue,left_year,right_index,right_id,right_title,right_authors,right_venue,right_year
10,1,225,233,a structured approach for the definition of the semantics of active databases acm trans . database syst . 1995,"letizia tanca , piero fraternali",,,4000,1557,"a structured approach for the definition of the semantics of active databases piero fraternali , letizia tanca acm transactions on database systems ( tods ) 1995",,,
11,0,562,593,database issues in telecommunications network management ilsoo ahn,,sigmod conference,1994.0,3434,991,"a database system for real-time event aggregation in telecommunication jerry baulier , stephen blott , henry f. korth , abraham silberschatz",,very large data bases,1998.0
12,0,918,968,reminiscences on influential papers sigmod record,"james r. hamilton , limsoon wong , kenneth a. ross , laks v. s. lakshmanan",,2001.0,2992,526,influential papers,ken ross,acm sigmod record,2002.0
13,0,1261,1325,"towards an infrastructure for temporal databases : report of an invitational arpa/nsf workshop ramez elmasri , richard t. snodgrass , babis theodoulidis , inderpal singh mumick , arie segev , m. tamer özsu , umeshwar dayal , niki pissinou , barbara pernici sigmod record 1994",,,,3196,743,"on building an infrastructure for mobile and wireless systems : report on the nsf workshop on an infrastructure for mobile and wireless systems , oct. 15 , 2001 birgitta k &#246; nig-ries , kia makki , sam makki , charles perkins , niki pissinou , peter reiher , peter scheuermann , jari veijalainen , ouri wolfson 2002",,acm sigmod record,
14,0,1777,1879,"locally adaptive dimensionality reduction for indexing large time series databases kaushik chakrabarti , sharad mehrotra , eamonn j. keogh , michael j. pazzani sigmod conference 2001",,,,2913,445,"efficient and cost-effective techniques for browsing and indexing large video databases junghwan oh , kien a. hua 2000",,international conference on management of data,
15,0,687,725,microsoft english query 7.5 : automatic extraction of semantics from relational databases and olap cubes adam blum vldb 1999,,,,4355,1912,extraction of object-oriented structures from existing relational databases acm sigmod record,"shekar ramanathan , julia hodges",,1997.0
16,0,959,1010,spotfire : an information exploration environment sigmod record,christopher ahlberg,,1996.0,2591,120,dynamic service matchmaking among agents in open information environments acm sigmod record 1999,"katia sycara , matthias klusch , seth widoff , jianguo lu",,
17,0,310,325,"the case for enhanced abstract data types raghu ramakrishnan , miron livny , praveen seshadri 1997",,vldb,,3622,1179,enhanced abstract data types in object-relational databases,praveen seshadri,the vldb journal -- the international journal on very large data bases,1998.0
18,1,1631,1723,"leo - db2 's learning optimizer volker markl , mokhtar kandil , guy m. lohman , michael stillger",,vldb,2001.0,3779,1336,leo - db2 's learning optimizer,"michael stillger , guy m. lohman , volker markl , mokhtar kandil",very large data bases,2001.0
19,0,500,525,"tigukat : a uniform behavioral objectbase management system randal j. peters , m. tamer özsu , boman irani , adriana muñoz , anna lipka , duane szafron vldb j. 1995",,,,4118,1675,open object database management systems international conference on management of data,jos &#233; a. blakeley,,1994.0
20,1,104,106,performance measurements of compressed bitmap indices,theodore johnson,vldb,1999.0,3235,785,performance measurements of compressed bitmap indices theodore johnson 1999,,very large data bases,
21,0,1405,1480,distributed query evaluation on semistructured data dan suciu,,acm trans . database syst .,2002.0,2519,48,"storing semistructured data with stored alin deutsch , mary fernandez , dan suciu international conference on management of data 1999",,,
22,0,1860,1968,"unql : a query language and algebra for semistructured data based on structural recursion mary f. fernandez , peter buneman , dan suciu vldb j. 2000",,,,3142,688,qursed : querying and reporting semistructured data international conference on management of data,"yannis papakonstantinou , michalis petropoulos , vasilis vassalos",,2002.0
23,0,1242,1304,accessing a relational database through an object-oriented database interface vldb 1995,"jack a. orenstein , d. n. kamber",,,3625,1182,garbage collection in object-oriented databases using transactional cyclic reference counting the vldb journal -- the international journal on very large data bases,"p. roy , s. seshadri , a. silberschatz , s. sudarshan , s. ashwin",,1998.0
24,0,2372,2510,sting : a statistical information grid approach to spatial data mining,"wei wang , richard r. muntz , jiong yang",vldb,1997.0,3315,865,a case-based approach to information integration very large data bases 2000,"maurizio panti , luca spalazzi , alberto giretti",,
25,0,1534,1617,versant replication : supporting fault-tolerant object databases 1995,"h. stephen au-yeung , c. p. chou , yuh-ming shyy",sigmod conference,,3193,739,phoenix project : fault-tolerant applications,"roger barga , david lomet",acm sigmod record,2002.0
26,0,1734,1832,advances in databases and information systems ( adbis ) 2002,"albertas caplinskas , johann eder , olegas vasilecas",sigmod record,,4215,1772,the database and information system research group at the university of ulm,"peter dadam , wolfgang klas",acm sigmod record,1997.0
27,0,1802,1906,"similarity search for adaptive ellipsoid queries using spatial transformation yasushi sakurai , shunsuke uemura , masatoshi yoshikawa , ryoji kataoka vldb",,,2001.0,2579,108,"indexing large metric spaces for similarity search queries tolga bozkaya , meral ozsoyoglu acm transactions on database systems ( tods )",,,1999.0
28,0,1771,1872,"the hb-pi-tree : a multi-attribute index supporting concurrency , recovery and node consolidation betty salzberg , david b. lomet , georgios evangelidis 1997",,vldb j.,,3598,1155,"concurrency and recovery for index trees david lomet , betty salzberg the vldb journal -- the international journal on very large data bases",,,1997.0
29,0,512,538,a new sql-like operator for mining association rules 1996,"giuseppe psaila , stefano ceri , rosa meo",vldb,,2686,215,online association rule mining international conference on management of data,christian hidber,,1999.0
30,0,1224,1285,"efficient incremental garbage collection for client-server object database systems laurent amsaleg , olivier gruber , michael j. franklin vldb 1995",,,,4118,1675,open object database management systems international conference on management of data,jos &#233; a. blakeley,,1994.0
31,0,2101,2224,lore : a database management system for semistructured data sigmod record,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",,1997.0,3429,986,"incremental maintenance for materialized views over semistructured data serge abiteboul , jason mchugh , michael rys , vasilis vassalos , janet l. wiener",,very large data bases,1998.0
32,0,1014,1067,"general match : a subsequence matching method in time-series databases based on generalized windows kyu-young whang , yang-sae moon , wook-shin han sigmod conference 2002",,,,4086,1643,fast subsequence matching in time-series databases international conference on management of data,"christos faloutsos , m. ranganathan , yannis manolopoulos",,1994.0
33,1,1391,1466,document management as a database problem rudolf bayer 1995,,vldb,,3887,1444,document management as a database problem 1995,rudolf bayer,very large data bases,
34,0,318,333,"querying structured text in an xml database h. v. jagadish , shurug al-khalifa , cong yu 2003",,sigmod conference,,2533,62,"query rewriting for semistructured data yannis papakonstantinou , vasilis vassalos",,international conference on management of data,1999.0
35,1,624,658,"fibonacci : a programming language for object databases antonio albano , renzo orsini , giorgio ghelli vldb j. 1995",,,,3094,636,"fibonacci : a programming language for object databases antonio albano , giorgio ghelli , renzo orsini the vldb journal -- the international journal on very large data bases 1995",,,
36,0,1559,1646,managing intervals efficiently in object-relational databases vldb 2000,"thomas seidl , marco pötke , hans-peter kriegel",,,3906,1463,"accessing a relational database through an object-oriented database interface jack a. orenstein , d. n. kamber 1995",,very large data bases,
37,0,77,78,"the ores temporal database management system babis theodoulidis , george karvelis , jayant chaudhary , aziz ait-braham , simon sou , george andrianopoulos sigmod conference",,,1994.0,3839,1396,agflow : agent-based cross-enterprise workflow management system very large data bases,"liangzhao zeng , boualem benatallah , phuong nguyen , anne h. h. ngu",,2001.0
38,0,2419,2559,privacy-enhanced data management for next-generation e-commerce vldb 2003,"irini fundulaki , daniel f. lieuwen , bharat kumar , richard hull , chris clifton , arnaud sahuguet",,,4328,1885,"unisql 's next-generation object-relational database management system albert d'andrea , phil janus",,acm sigmod record,1996.0
39,0,6,6,mining the world wide web : an information search approach - book review aris m. ouksel sigmod record 2002,,,,3150,696,proxy-based acceleration of dynamically generated content on the world wide web : an approach and implementation international conference on management of data 2002,"anindya datta , kaushik dutta , helen thomas , debra vandermeer , suresha , krithi ramamritham",,
40,0,847,893,"quality of service in multimedia digital libraries elisa bertino , ahmed k. elmagarmid , mohand-said hacid sigmod record",,,2001.0,2592,121,contextualizing the information space in federated digital libraries acm sigmod record 1999,"m. p. papazoglou , j. hoppenbrouwers",,
41,0,1035,1089,"optimization of queries with user-defined predicates kyuseok shim , surajit chaudhuri 1999",,acm trans . database syst .,,3540,1097,optimization of queries with user-defined predicates very large data bases 1996,"surajit chaudhuri , kyuseok shim",,
42,0,1153,1213,db2 query parallelism : staging and implementation yun wang,,vldb,1995.0,3564,1121,implementation and analysis of a parallel collection query language very large data bases 1996,dan suciu,,
43,0,743,783,an effective deductive object-oriented database through language integration 1994,"m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes",vldb,,4698,2261,integrating a structured-text retrieval system with an object-oriented database system very large data bases,"tak w. yan , jurgen annevelink",,1994.0
44,0,515,542,"optimizing queries with universal quantification in object-oriented and object-relational databases guido moerkotte , jens claußen , klaus peithner , alfons kemper vldb 1997",,,,3540,1097,optimization of queries with user-defined predicates very large data bases 1996,"surajit chaudhuri , kyuseok shim",,
45,0,1078,1133,extracting entity profiles from semistructured information spaces,"robert a. nado , scott b. huffman",sigmod record,1997.0,4489,2047,"extracting structured data from web pages arvind arasu , hector garcia-molina , stanford university international conference on management of data 2003",,,
46,0,347,363,type-safe relaxing of schema consistency rules for flexible modeling in oodbms 1996,"marie-jo bellosta , eric amiel , eric simon , eric dujardin",vldb j.,,4716,2279,"supporting exceptions to schema consistency to ease schema evolution in oodbms eric amiel , marie-jo bellosta , eric dujardin , eric simon 1994",,very large data bases,
47,1,378,395,french government activity in the conservation of data and electronic documents serge novaretti vldb,,,2001.0,4602,2165,french government activity in the conservation of data and electronic documents 2001,serge novaretti,very large data bases,
48,0,1844,1950,on the computation of multidimensional aggregates vldb,"sunita sarawagi , ashish gupta , rakesh agrawal , prasad deshpande , jeffrey f. naughton , sameet agarwal , raghu ramakrishnan",,1996.0,3260,810,explaining differences in multidimensional aggregates 1999,sunita sarawagi,very large data bases,
49,0,1187,1247,dynamic multi-resource load balancing in parallel database systems vldb,"robert marek , erhard rahm",,1995.0,3543,1100,"dynamic load balancing in hierarchical parallel database systems luc bouganim , daniela florescu , patrick valduriez very large data bases",,,1996.0
50,0,286,301,providing better support for a class of decision support queries 1996,"antonio badia , dirk van gucht , sudhir rao",sigmod conference,,4397,1954,"sql query optimization : reordering for a general class of queries piyush goel , bala iyer 1996",,international conference on management of data,
51,0,2059,2181,standards in practice,"jim melton , andrew eisenberg",sigmod record,1998.0,4511,2069,standards,andrew eisenberg,acm sigmod record,2003.0
52,0,350,366,"optimization of dynamic query evaluation plans goetz graefe , richard l. cole",,sigmod conference,1994.0,2745,274,dissemination of dynamic data international conference on management of data 2001,"pavan deolasee , amol katkar , ankur panchbudhe , krithi ramamritham , prashant shenoy",,
53,0,764,805,orthogonally persistent object systems,"malcolm p. atkinson , ronald morrison",vldb j.,1995.0,4118,1675,open object database management systems international conference on management of data,jos &#233; a. blakeley,,1994.0
54,1,719,757,"what is the nearest neighbor in high dimensional spaces ? charu c. aggarwal , alexander hinneburg , daniel a. keim vldb 2000",,,,3299,849,"what is the nearest neighbor in high dimensional spaces ? alexander hinneburg , charu c. aggarwal , daniel a. keim very large data bases 2000",,,
55,0,1809,1914,reminiscences on influential papers sigmod record,"jan van den bussche , surajit chaudhuri , moshe y. vardi , kenneth a. ross , gösta grahne , h. v. jagadish",,1999.0,3106,649,reminiscences on influential papers 2002,kenneth a. ross,acm sigmod record,
56,0,1299,1365,report on first international workshop on real-time database systems 1996,"sang hyuk son , kwei-jay lin , azer bestavros",sigmod record,,4339,1896,"report from the nsf workshop on workflow and process automation in information systems amit sheth , dimitrios georgakopoulos , stef m. m. joosten , marek rusinkiewicz , walt scacchi , jack wileden , alexander l. wolf acm sigmod record",,,1996.0
57,1,1554,1641,"analysis of n-dimensional quadtrees using the hausdorff fractal dimension christos faloutsos , volker gaede",,vldb,1996.0,3563,1120,analysis of n-dimensional quadtrees using the hausdorff fractal dimension very large data bases 1996,"christos faloutsos , volker gaede",,
58,0,2381,2520,data mining with optimized two-dimensional association rules,"takeshi tokuyama , yasuhiko morimoto , shinichi morishita , takeshi fukuda",acm trans . database syst .,2001.0,4238,1795,"integrating association rule mining with relational database systems : alternatives and implications sunita sarawagi , shiby thomas , rakesh agrawal",,international conference on management of data,1998.0
59,0,1900,2008,"description logics for semantic query optimization in object-oriented database systems claudio sartori , sonia bergamaschi , domenico beneventano",,acm trans . database syst .,2003.0,4680,2243,odefs : a file system interface to an object-oriented database very large data bases 1994,"narain h. gehani , h. v. jagadish , william d. roome",,
60,0,2366,2504,the database research group at eth zurich,"hans-jörg schek , moira c. norrie , gerhard weikum , stephen blott",sigmod record,1994.0,2478,7,"the jungle database search engine michael b &#246; hlen , linas bukauskas , curtis dyreson",,international conference on management of data,1999.0
61,0,2371,2509,editor 's notes michael j. franklin,,sigmod record,1999.0,2812,342,editorial,richard snodgrass,acm transactions on database systems ( tods ),2001.0
62,0,585,616,"mv3r-tree : a spatio-temporal access method for timestamp and interval queries dimitris papadias , yufei tao vldb 2001",,,,3845,1402,the bt-tree : a branched and temporal access method very large data bases,"linan jiang , betty salzberg , david b. lomet , manuel barrena garc &#237; a",,2000.0
63,0,1037,1091,introduction ( special issue on multimedia databases ) 1998,"m. tamer özsu , stavros christodoulakis",vldb j.,,3985,1542,indexing multimedia databases,christos faloutsos,international conference on management of data,1995.0
64,0,1827,1933,"is web-site management a database problem ? daniela florescu , dan suciu , alon y. levy vldb",,,1998.0,2642,171,database systems management and oracle8 c. gregory doherty international conference on management of data,,,1998.0
65,0,1692,1788,"supporting top-k join queries in relational databases walid g. aref , ahmed k. elmagarmid , ihab f. ilyas vldb 2003",,,,2549,78,closest pair queries in spatial databases 2000,"antonio corral , yannis manolopoulos , yannis theodoridis , michael vassilakopoulos",international conference on management of data,
66,0,2410,2550,guest editorial malcolm p. atkinson vldb j. 2000,,,,3621,1178,guest editorial matthias jarke the vldb journal -- the international journal on very large data bases 1998,,,
67,0,1373,1445,"xmas : an extensible main-memory storage system for high-performance applications ki hong kim , yong sik kwon , sang kyun cha , jang ho park , byoung dae park , sangho lee 1998",,sigmod conference,,3423,980,"datablitz : a high performance main-memory storage manager jerry baulier , philip bohannon , s. gogate , s. joshi , c. gupta , a. khivesera , henry f. korth , peter mcilroy , j. miller , p. p. s. narayan , m. nemeth , rajeev rastogi , abraham silberschatz , s. sudarshan",,very large data bases,1998.0
68,0,345,361,"datablitz : a high performance main-memory storage manager p. p. s. narayan , s. joshi , m. nemeth , abraham silberschatz , henry f. korth , a. khivesera , jerry baulier , s. sudarshan , philip bohannon , peter mcilroy , j. miller , s. gogate , rajeev rastogi , c. gupta vldb",,,1998.0,2517,46,"datablitz storage manager : main-memory database performance for critical applications j. baulier , p. bohannon , s. gogate , c. gupta , s. haldar",,international conference on management of data,1999.0
69,0,2108,2232,query unnesting in object-oriented databases leonidas fegaras 1998,,sigmod conference,,4419,1976,structures for manipulating proposed updates in object-oriented databases,"michael doherty , richard hull , mohammed rupawalla",international conference on management of data,1996.0
70,0,1745,1843,improving database design through the analysis of relationships 1999,"veda c. storey , terence m. barron , debabrata dey",acm trans . database syst .,,2577,106,"database design for incomplete relations mark levene , george loizou 1999",,acm transactions on database systems ( tods ),
71,1,580,611,"rondo : a programming platform for generic model management philip a. bernstein , erhard rahm , sergey melnik sigmod conference 2003",,,,4533,2092,"rondo : a programming platform for generic model management sergey melnik , erhard rahm , philip a. bernstein international conference on management of data 2003",,,
72,0,708,746,lore : a lightweight object repository for semistructured data 1996,"janet l. wiener , jason mchugh , serge abiteboul , qingshan luo , anand rajaraman , dallan quass , jeffrey d. ullman , roy goldman , hugo rivero , jennifer widom , svetlozar nestorov , kevin haas",sigmod conference,,3142,688,qursed : querying and reporting semistructured data international conference on management of data,"yannis papakonstantinou , michalis petropoulos , vasilis vassalos",,2002.0
73,0,1011,1064,"progressive approximate aggregate queries with a multi-resolution tree structure iosif lazaridis , sharad mehrotra",,sigmod conference,2001.0,2909,441,"approximating multi-dimensional aggregate range queries over real attributes dimitrios gunopulos , george kollios , vassilis j. tsotras , carlotta domeniconi 2000",,international conference on management of data,
74,1,1955,2071,"realm-based spatial data types : the rose algebra markus schneider , ralf hartmut güting 1995",,vldb j.,,3086,627,realm-based spatial data types : the rose algebra the vldb journal -- the international journal on very large data bases 1995,"ralf hartmut g &#252; ting , markus schneider",,
75,0,345,361,"datablitz : a high performance main-memory storage manager p. p. s. narayan , s. joshi , m. nemeth , abraham silberschatz , henry f. korth , a. khivesera , jerry baulier , s. sudarshan , philip bohannon , peter mcilroy , j. miller , s. gogate , rajeev rastogi , c. gupta vldb",,,1998.0,4088,1645,"quickstore : a high performance mapped object store seth j. white , david j. dewitt",,international conference on management of data,1994.0
76,0,1119,1177,supervised wrapper generation with lixto,"sergio flesca , robert baumgartner , georg gottlob",vldb,2001.0,2488,17,"an xjml-based wrapper generator for web information extraction ling liu , wei han , david buttler , calton pu , wei tang 1999",,international conference on management of data,
77,0,174,179,"image mining in iris : integrated retinal information system kheng guan goh , wynne hsu , mong-li lee 2000",,sigmod conference,,3124,670,"supply chain infrastructures : system integration and information sharing michael o. ball , meng ma , louiqa raschid , zhengying zhao acm sigmod record",,,2002.0
78,0,1659,1753,an introduction to spatial database systems vldb j.,ralf hartmut güting,,1994.0,2574,103,"nsf workshop on industrial/academic cooperation in database systems mike carey , len seligman 1999",,acm sigmod record,
79,0,1410,1486,editor 's notes arie segev sigmod record,,,1994.0,3362,917,"editorial peter apers , stefano ceri , richard snodgrass 2002",,the vldb journal -- the international journal on very large data bases,
80,0,1815,1920,efficient evaluation of xml middle-ware queries,"mary f. fernandez , dan suciu , atsuyuki morishima",sigmod conference,2001.0,3102,644,efficient evaluation of queries in a mediator for websources,"vladimir zadorozhny , louiqa raschid , maria esther vidal , tolga urhan , laura bright",international conference on management of data,2002.0
81,0,1111,1168,cost-based optimization for magic : algebra and implementation sigmod conference 1996,"hamid pirahesh , t. y. cliff leung , s. sudarshan , praveen seshadri , divesh srivastava , raghu ramakrishnan , joseph m. hellerstein , peter j. stuckey",,,3716,1273,"context-based prefetch - an optimization for implementing objects on relations philip a. bernstein , shankar pal , david shutt",,the vldb journal -- the international journal on very large data bases,2000.0
82,0,76,77,static analysis techniques for predicting the behavior of active database rules,"alexander aiken , jennifer widom , joseph m. hellerstein",acm trans . database syst .,1995.0,2931,463,an algebraic approach to static analysis of active database rules acm transactions on database systems ( tods ),"elena baralis , jennifer widom",,2000.0
83,0,1053,1107,the ecrc multi database system sigmod conference,"heribert schütz , willem jonker",,1995.0,3978,1535,"the naos system c. collet , t. coupaye international conference on management of data",,,1995.0
84,0,654,690,on supporting containment queries in relational database management systems sigmod conference 2001,"guy m. lohman , david j. dewitt , qiong luo , jeffrey f. naughton , chun zhang",,,2642,171,database systems management and oracle8 c. gregory doherty international conference on management of data,,,1998.0
85,0,1073,1128,"towards a theory of cost management for digital libraries and electronic commerce a. prasad sistla , robert h. sloan , yelena yesha , ouri wolfson",,acm trans . database syst .,1998.0,2527,56,data management issues in electronic commerce m. tamer &#214; zsu,,international conference on management of data,1999.0
86,1,895,944,efficient algorithms for minimizing tree pattern queries 2002,prakash ramanan,sigmod conference,,3134,680,efficient algorithms for minimizing tree pattern queries prakash ramanan international conference on management of data 2002,,,
87,0,796,839,"secure buffering in firm real-time database systems binto george , jayant r. haritsa 1998",,vldb,,3902,1459,index concurrency control in firm real-time database systems,"brajesh goyal , jayant r. haritsa , s. seshadri , v. srinivasan",very large data bases,1995.0
88,1,2424,2565,"spectral bloom filters yossi matias , saar cohen sigmod conference 2003",,,,4481,2039,"spectral bloom filters saar cohen , yossi matias international conference on management of data",,,2003.0
89,0,119,122,sql and management of external data sigmod record 2001,"jan-eike michels , jim melton , krishna g. kulkarni , peter m. schwarz , kathy zeidenstein , vanja josifovski",,,4195,1752,management of semistructured data dan suciu acm sigmod record,,,1997.0
90,0,159,163,"xsearch : a semantic search engine for xml yaron kanza , yehoshua sagiv , sara cohen , jonathan mamou vldb",,,2003.0,3169,715,"xcache : a semantic caching system for xml queries li chen , elke a. rundensteiner , song wang international conference on management of data 2002",,,
91,0,460,485,specification and implementation of exceptions in workflow management systems,"stefano paraboschi , stefano ceri , fabio casati , giuseppe pozzi",acm trans . database syst .,1999.0,3495,1052,"the design and implementation of a sequence database system praveen seshadri , miron livny , raghu ramakrishnan very large data bases",,,1996.0
92,0,2143,2268,"approximating multi-dimensional aggregate range queries over real attributes carlotta domeniconi , vassilis j. tsotras , george kollios , dimitrios gunopulos sigmod conference",,,2000.0,3104,646,"processing complex aggregate queries over data streams alin dobra , minos garofalakis , johannes gehrke , rajeev rastogi international conference on management of data",,,2002.0
93,0,433,452,"report on the first international conference on ontologies , databases and applications of semantics karl aberer sigmod record 2003",,,,4316,1873,"report on first international workshop on real-time database systems azer bestavros , kwei-jay lin , sang son",,acm sigmod record,1996.0
94,0,1265,1329,act-net - the active database management system manifesto : a rulebase of adbms features ? sigmod record 1996,,,,4118,1675,open object database management systems international conference on management of data,jos &#233; a. blakeley,,1994.0
95,1,1636,1728,optimal histograms with quality guarantees 1998,"s. muthukrishnan , h. v. jagadish , kenneth c. sevcik , torsten suel , nick koudas , viswanath poosala",vldb,,3442,999,optimal histograms with quality guarantees very large data bases 1998,"h. v. jagadish , nick koudas , s. muthukrishnan , viswanath poosala , kenneth c. sevcik , torsten suel",,
96,1,2169,2295,"min-max compression methods for medical image databases john m. tyler , kosmas karadimitriou sigmod record 1997",,,,4357,1914,min-max compression methods for medical image databases acm sigmod record 1997,"kosmas karadimitriou , john m. tyler",,
97,0,1464,1542,extraction of object-oriented structures from existing relational databases,"julia e. hodges , shekar ramanathan",sigmod record,1997.0,3052,591,index configuration in object-oriented databases,elisa bertino,the vldb journal -- the international journal on very large data bases,1994.0
98,1,453,478,"using sets of feature vectors for similarity search on voxelized cad objects martin pfeifle , hans-peter kriegel , stefan brecheisen , peer kröger , matthias schubert sigmod conference",,,2003.0,4501,2059,using sets of feature vectors for similarity search on voxelized cad objects,"hans-peter kriegel , stefan brecheisen , peer kr &#246; ger , martin pfeifle , matthias schubert",international conference on management of data,2003.0
99,0,221,229,"the aditi deductive database system kotagiri ramamohanarao , david b. kemp , jayen vaghani , tim s. leask , james harland , peter j. stuckey , zoltan somogyi 1994",,vldb j.,,4119,1676,"xsb as a deductive database konstantinos sagonas , terrance swift , david s. warren international conference on management of data 1994",,,
100,0,457,482,"global transaction support for workflow management systems : from formal specification to practical implementation paul w. p. j. grefen , peter m. g. apers , jochem vonk 2001",,vldb j.,,2580,109,"specification and implementation of exceptions in workflow management systems fabio casati , stefano ceri , stefano paraboschi , guiseppe pozzi 1999",,acm transactions on database systems ( tods ),
101,0,1559,1646,managing intervals efficiently in object-relational databases vldb 2000,"thomas seidl , marco pötke , hans-peter kriegel",,,4328,1885,"unisql 's next-generation object-relational database management system albert d'andrea , phil janus",,acm sigmod record,1996.0
102,0,2063,2185,"further improvements on integrity constraint checking for stratifiable deductive databases sin yeung lee , tok wang ling vldb 1996",,,,3954,1511,temporal conditions and integrity constraints in active database systems international conference on management of data,"a. prasad sistla , ouri wolfson",,1995.0
103,0,2429,2571,"analysis of locking behavior in three real database systems alan jay smith , vigyan singhal",,vldb j.,1997.0,3915,1472,"managing intra-operator parallelism in parallel database systems manish mehta , david j. dewitt very large data bases",,,1995.0
104,0,719,757,"what is the nearest neighbor in high dimensional spaces ? charu c. aggarwal , alexander hinneburg , daniel a. keim vldb 2000",,,,2538,67,"finding generalized projected clusters in high dimensional spaces charu c. aggarwal , philip s. yu international conference on management of data 2000",,,
105,1,1369,1441,oracle media server : providing consumer based interactive access to multimedia data sigmod conference 1994,"mark porter , andrew laursen , jeffrey olkin",,,4061,1618,"oracle media server : providing consumer based interactive access to multimedia data andrew laursen , jeffrey olkin , mark porter",,international conference on management of data,1994.0
106,0,1736,1834,dynamic maintenance of data distribution for selectivity estimation vldb j. 1994,"kyu-young whang , gio wiederhold , sang-wook kim",,,2691,220,selectivity estimation in spatial databases,"swarup acharya , viswanath poosala , sridhar ramaswamy",international conference on management of data,1999.0
107,0,1324,1390,aqua : a fast decision support systems using approximate query answers vldb,"swarup acharya , phillip b. gibbons , viswanath poosala",,1999.0,4237,1794,"new sampling-based summary statistics for improving approximate query answers phillip b. gibbons , yossi matias 1998",,international conference on management of data,
108,1,122,125,review : a real time virtual walkthrough system sigmod conference 2001,"yixin ruan , zhiyong huang , kian-lee tan , jason chionh , lidan shou",,,2743,272,review : a real-time virtual walkthrough system 2001,"l. shou , c. h. chionh , z. huang , y. ruan , kian-lee tan",international conference on management of data,
109,0,2086,2209,temporal aggregation in active database rules sigmod conference 1997,"iakovos motakis , carlo zaniolo",,,4029,1586,"adaptive parallel aggregation algorithms ambuj shatdal , jeffrey f. naughton",,international conference on management of data,1995.0
110,0,2162,2288,information integration : the momis project demonstration vldb 2000,"michele melchiori , silvana castano , g. malvezzi , domenico beneventano , r. guidetti , alberto corni , sonia bergamaschi , maurizio vincini",,,3518,1075,using probabilistic information in data integration 1997,"daniela florescu , daphne koller , alon y. levy",very large data bases,
111,0,938,988,materialized views selection in a multidimensional database vldb,"ernest teniente , elena baralis , stefano paraboschi",,1997.0,4306,1863,quasi-cubes : exploiting approximations in multidimensional databases 1997,"daniel barbar &#225; , mark sullivan",acm sigmod record,
112,1,2353,2490,an efficient cost-driven index selection tool for microsoft sql server vldb 1997,"surajit chaudhuri , vivek r. narasayya",,,3476,1033,an efficient cost-driven index selection tool for microsoft sql server 1997,"surajit chaudhuri , vivek r. narasayya",very large data bases,
