id,title,authors,venue,year
27,a multi-agent system infrastructure for software component market-place : an ontological perspective sigmod record,"r erdur , o dikenelli",,2002.0
28,"improving performance in replicated databases through relaxed coherency r gallersdіrfer , m nicola 1995",,vldb,
29,an active functionality service for e-business applications,"m cilia , a buchmann",sigmod record,2002.0
30,"contracting in the days of ebusiness w hќmmer , w lehner , h wedekind sigmod record",,,2002.0
31,redo recovery after system crashes vldb 1995,"d lomet , m tuttle",,
32,db2 query parallelism : staging and implementation y wang vldb,,,1995.0
33,david dewitt speaks out m winslett 2002,,ecord,
34,a product specification database for visual prototyping vldb,"k sumiya , k yasutake , h tanaka , n sanada , y imai",,1995.0
35,from ternary relationship to relational tables : a case against common beliefs 2002,r camps,sigmod record,
36,database de-centralization - a practical approach vldb 1995,"t didriksen , c galindo-legaria , e dahle",,
37,"cluster validity methods : part i m halkidi , y batistakis , m vazirgiannis 2002",,sigmod record,
38,a pictorial query language for querying geographic databases using positional and olap operators 2002,"e pourabbas , m rafanelli",sigmod record,
39,"benchmarking spatial join operations with spatial output e hoel , h samet vldb",,,1995.0
40,bringing order to query optimization sigmod record,"g slivinskas , c jensen , r snodgrass",,2002.0
41,"bigsur : a system for the management of earth science data p brown , m stonebraker vldb 1995",,,
42,editor 's notes sigmod record 2002,l liu,,
43,efficient search of multi-dimensional b-trees vldb 1995,"h leslie , r jain , d birdsall , h yaghmai",,
44,research activities in database management and information retrieval at the university of illinois at chicago sigmod record 2002,"i cruz , a khokhar , b liu , a sistla , o wolfson , c yu",,
45,accessing a relational database through an object-oriented database interface,"j orenstein , d kamber",vldb,1995.0
46,interviewing during a tight job market,,,2002.0
47,"db2 common server : technology , progress , & directions vldb 1995",b lindsay,,
48,investigating xquery for querying across database object types n wiegand,,sigmod record,2002.0
49,w3qs : a query system for the world-wide web vldb,"d konopnicki , o shmueli",,1995.0
50,"the design of a retrieval technique for high-dimensional data on tertiary storage r orlandic , j lukaszuk , c swietlik sigmod record 2002",,,
51,oodb bulk loading revisited : the partitioned-list approach vldb,"j wiener , j naughton",,1995.0
52,chair 's message,,,2002.0
53,the double life of the transaction abstraction : fundamental principle and evolving system concept h korth vldb,,,1995.0
54,combining fuzzy information : an overview r fagin,,sigmod record,2002.0
55,"databases and workflow management : what is it all about ? ( panel ) a reuter , s ceri , j gray , b salzberg , g weikum vldb",,,1995.0
56,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995.0
57,a brief survey of web data extraction tools 2002,"a laender , b ribeiro-neto , a silva , j teixeira",sigmod record,
58,value-cognizant speculative concurrency control 1995,"a bestavros , s braoudakis",vldb,
59,data warehousing and business intelligence for e-commerce - book review,f goethals,sigmod record,2002.0
60,"data mining : concepts and techniques - book review f galiano , n marэn sigmod record",,,2002.0
61,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system vldb 1995,"k wu , p yu , j chung , j teng",,
62,hot block clustering for disk arrays with dynamic striping,"k mogi , m kitsuregawa",vldb,1995.0
63,book review column k aberer,,sigmod record,2002.0
64,tods perceptions and misconceptions sigmod record 2002,r snodgrass,,
65,"an approach for building secure database federations d jonscher , k dittrich vldb",,,1994.0
66,the cougar approach to in-network query processing in sensor networks sigmod record 2002,"y yao , j gehrke",,
67,dalэ : a high performance main memory storage manager 1994,"h jagadish , d lieuwen , r rastogi , a silberschatz , s sudarshan",vldb,
68,introduction to constraint databases - book review,,,2002.0
69,"fast , randomized join-order selection - why use transformations ? 1994","c galindo-legaria , a pellenkoft , m kersten",vldb,
70,foundations of statistical natural language processing - book review 2002,,,
71,bulk loading into an oodb : a performance study vldb 1994,"j wiener , j naughton",,
72,"efficient and effective clustering methods for spatial data mining r ng , j han vldb 1994",,,
73,automata theory for xml researchers sigmod record 2002,f neven,,
74,"database research at the university of illinois at urbana-champaign m winslett , k chang , a doan , j han , c zhai , y zhou sigmod record 2002",,,
75,fast incremental indexing for full-text information retrieval 1994,"e brown , j callan , w croft",vldb,
76,chair 's message,,,2002.0
77,"a transaction replication scheme for a replicated database with node autonomy a fu , d cheung vldb",,,1994.0
78,treasurer 's message,,,2002.0
79,"a top-down approach for two level serializability m ouzzani , m atroun , n belkhodja vldb 1994",,,
80,access to objects by path expressions and rules vldb,"j frohn , g lausen , h uphoff",,1994.0
81,report on the mobile search workshop at www 2002 2002,,,
82,graphdb : modeling and querying graphs in databases r gќting,,vldb,1994.0
83,report on the web dynamics workshop at www 2002,,,2002.0
84,report on the 24th european colloquium on information retrieval research 2002,,,
85,"database graph views : a practical model to manage persistent graphs a gutiщrrez , p pucheral , h steffen , j thщvenin vldb 1994",,,
86,dual-buffering strategies in object bases,"a kemper , d kossmann",vldb,1994.0
87,sql/med - a status report,"j melton , j michels , v josifovski , k kulkarni , p schwarz",sigmod record,2002.0
88,hector garcia-molina speaks out,m winslett,,2002.0
89,2q : a low overhead high performance buffer management replacement algorithm vldb,"t johnson , d shasha",,1994.0
90,an effective deductive object-oriented database through language integration vldb,"m barja , n paton , a fernandes , m williams , a dinn",,1994.0
91,"toward autonomic computing with db2 universal database s lightstone , g lohman , d zilio",,sigmod record,2002.0
92,reminiscences on influential papers 2002,,,
93,"an algebraic approach to rule analysis in expert database systems e baralis , j widom 1994",,vldb,
94,report on the semantic web workshop at www 2002 2002,,,
95,fast algorithms for mining association rules in large databases 1994,"r agrawal , r srikant",vldb,
96,ontologies : a silver bullet for knowledge management and electronic commerce - book review,,,2002.0
97,"opossum : desk-top schema management through customizable visualization e haber , y ioannidis , m livny vldb",,,1995.0
98,"the grid : an application of the semantic web c goble , d roure",,sigmod record,2002.0
99,"querying shapes of histories r agrawal , g psaila , e wimmers , m zaяt vldb 1995",,,
100,interview with david maier 2002,,,
101,"the hbp-tree : a modified hb-tree supporting concurrency , recovery and node consolidation 1995","g evangelidis , d lomet , b salzberg",vldb,
102,small worlds : the dynamics of networks between order and randomness - book review,,,2002.0
103,"flexible relations - operational support of variant relational structures c kalus , p dadam 1995",,vldb,
104,query processing in tertiary memory databases s sarawagi,,vldb,1995.0
105,"agents , turst , and information access on the semantic web","t finin , a joshi",sigmod record,2002.0
106,"methodology for development and employment of ontology based knowledge management applications y sure , s staab , r studer sigmod record",,,2002.0
107,near neighbor search in large metric spaces vldb,s brin,,1995.0
108,scientific journals : extinction or explosion ? ( panel ) vldb 1995,"r ramakrishnan , h garcia-molina , g rossbach , a silberschatz , g wiederhold , j zijlstra",,
109,"querying multiple bioinformatics data sources : can semantic web research help ? d buttler , m coleman , t critchlow , r fileto , w han , l liu , c pu , d rocco , l xiong",,sigmod record,2002.0
110,"the p operator : discovering and ranking associations on the semantic web k anyanwu , a sheth 2002",,sigmod record,
111,similarity based retrieval of pictures using indices on spatial relationships vldb 1995,"a sistla , c yu , c liu , k liu",,
112,clustering validity checking methods : part ii,"m halkidi , y batistakis , m vazirgiannis",sigmod record,2002.0
113,providing database migration tools - a practicioner 's approach,a meier,vldb,1995.0
114,editor 's notes 2002,l liu,sigmod record,
115,metrics for accessing heterogeneous data : is there any hope ? ( panel ) vldb 1995,"l seligman , n belkin , e neuhold , m stonebraker , g wiederhold",,
116,"very large databases : how large , how different ? 1995",d vaskevitch,vldb,
117,book review column k aberer sigmod record 2002,,,
118,a study on the management of semantic transaction for efficient data retrieval sigmod record 2002,"s huang , i kwan , c li",,
119,"promises and realities of active database systems e simon , a dittrich vldb 1995",,,
120,"os support for vldbs : unix enhancements for the teradata data base j catozzi , s rabinovici vldb 1995",,,
121,reminiscences on influential papers 2002,,,
122,parameterized complexity for the database theorist,m grohe,sigmod record,2002.0
123,managing a db2 parallel edition database g fecteau 1995,,vldb,
124,research in information managment at dublin city university,"m roantree , a smeaton",sigmod record,2002.0
125,the oracle warehouse 1995,g hallmark,vldb,
126,informix-online xps : a dynamically scalable rdbms for open parallel platforms vldb 1995,h spintzik,,
127,report on the edbt '02 panel on scientific data integration 2002,,,
128,supporting exceptions to schema consistency to ease schema evolution in oodbms vldb,"e amiel , m bellosta , e dujardin , e simon",,1994.0
129,wrapping web data into xml,"w han , d buttler , c pu",sigmod record,2001.0
130,on database theory and xml sigmod record,d suciu,,2001.0
131,"naos - efficient and modular reactive capabilities in an object-oriented database system c collet , t coupaye , t svensen vldb 1994",,,
132,xquery formal semantics : state and challenges p fankhauser 2001,,sigmod record,
133,"towards automated performance tuning for complex workloads k brown , m mehta , m carey , m livny vldb 1994",,,
134,"why and how to benchmark xml databases a schmidt , f waas , m kersten , d florescu , m carey , i manolescu , r busse sigmod record",,,2001.0
135,query optimization by predicate move-around vldb 1994,"a levy , i mumick , y sagiv",,
136,the evolution of effective b-tree : page organization and techniques : a personal account d lomet sigmod record,,,2001.0
137,"optimization algorithms for exploiting the parallelism-communication tradeoff in pipelined parallelism w hasan , r motwani 1994",,vldb,
138,"the ecobase project : database and web technologies for environmental information systems a tanaka , p valduriez sigmod record",,,2001.0
139,some issues in design of distributed deductive databases vldb 1994,"m mohania , n sarda",,
140,"semantic integration in heterogeneous databases using neural networks w li , c clifton vldb",,,1994.0
141,xml document versioning 2001,"s chien , v tsotras , c zaniolo",sigmod record,
142,"providing dynamic security control in a federated database n idris , w gray , r churchhouse 1994",,vldb,
143,"preservation of digital data with self-validating , self-instantiating knowledge-based archives b ludфscher , r marciano , r moore sigmod record",,,2001.0
144,"semantic web workshop : models , architectures and management 2001",,,
145,implementing lazy database updates for an object database system,"f ferrandina , t meyer , r zicari",vldb,1994.0
146,"towards event-driven modelling for database design m teisseire , p poncelet , r cicchetti vldb 1994",,,
147,reminiscences on influential papers,,,2001.0
148,"jeffrey d. ullman speaks out on the future of higher education , startups , database theory , and more 2001",,,
149,"new concurrency control algorithms for accessing and compacting b-trees v setzer , a zisman vldb",,,1994.0
150,odefs : a file system interface to an object-oriented database vldb 1994,"n gehani , h jagadish , w roome",,
151,constraints for semi-structured data and xml sigmod record,"p buneman , w fan , j simщon , s weinstein",,2001.0
152,"indexing multiple sets c kilger , g moerkotte",,vldb,1994.0
153,editor 's notes 2001,,,
154,"the hcc-tree : an efficient index structure for object oriented databases b sreenath , s seshadri 1994",,vldb,
155,"performance of data-parallel spatial operations e hoel , h samet 1994",,vldb,
156,sql/xml and the sqlx informal group of companies,"a eisenberg , j melton",sigmod record,2001.0
157,the impact of global clustering on spatial database systems,"t brinkhoff , h kriegel",vldb,1994.0
158,"java support for data-intensive systems : experiences building the telegraph dataflow system m shah , s madden , m franklin , j hellerstein 2001",,sigmod record,
159,"a requirement-based approach to data modeling and re-engineering a muntz , c ramiller 1994",,vldb,
160,"sql multimedia and application packages ( sql/mm ) j melton , a eisenberg",,sigmod record,2001.0
161,from nested-loop to join queries in oodb vldb,"h steenhagen , p apers , h blanken , r by",,1994.0
162,"composite events for active databases : semantics , contexts and detection 1994","s chakravarthy , v krishnaprasad , e anwar , s kim",vldb,
163,report on the 8th international workshop on knowledge representation meets databases ( krdb ) 2001,,,
164,"a low-cost storage server for movie on demand databases b жzden , a biliris , r rastogi , a silberschatz vldb 1994",,,
165,editor 's notes sigmod record,l liu,,2001.0
166,content-based image indexing t chiueh 1994,,vldb,
167,client-server paradise,"d dewitt , n kabra , j luo , j patel , j yu",vldb,1994.0
168,"research in multi-organizational processes and semantic information brokering at the lsdis lab a sheth , j miller , k kochut , i arpinar 2001",,sigmod record,
169,on the academic interview circuit : an end-to-end discussion u чetintemel 2001,,sigmod record,
170,"cumulative updates s sripada , b wќthrich 1994",,vldb,
171,"cache conscious algorithms for relational query processing a shatdal , c kant , j naughton vldb",,,1994.0
172,introduction to the career forum column sigmod record 2001,a labrinidis,,
173,"challenges for global information systems a levy , a silberschatz , d srivastava , m zemankova 1994",,vldb,
174,"continuous queries over data streams s babu , j widom sigmod record",,,2001.0
175,data analysis and mining in the life sciences n huyn sigmod record 2001,,,
176,building a laboratory information system around a c++ - based object-oriented dbms vldb 1994,"n goodman , s rozen , l stein",,
177,a multidatabase system for tracking and retrieval of financial data vldb 1994,"m cochinwala , j bradley",,
178,a general techniques for querying xml documents using a relational database system 2001,"j shanmugasundaram , e shekita , j kiernan , r krishnamurthy , s viglas , j naughton , i tatarinov",sigmod record,
179,"an overview of repository technology p bernstein , u dayal 1994",,vldb,
180,advanced xml data processing - guest editor 's introduction sigmod record,k aberer,,2001.0
181,data compression support in databases vldb,"b iyer , d wilhite",,1994.0
182,accessibility of the database literature,r snodgrass,sigmod record,2001.0
183,treasurer 's message,,,2001.0
184,an empirical performance study of the ingres search accelerator for a large property management database system,"s anand , d bell , j hughes",vldb,1994.0
185,chair 's message 2001,,,
186,"data integration in the large : the challenge of reuse a rosenthal , l seligman 1994",,vldb,
187,"career-enhancing services at sigmod online a labrinidis , a mendelzon sigmod record",,,2001.0
188,experiments on access to digital libraries : how can images and text be used together vldb,m lesk,,1994.0
189,pc database systems - present and future p bernstein,,vldb,1994.0
190,editor 's notes sigmod record 2001,l liu,,
191,"data mining-based intrusion detectors : an overview of the columbia ids project s stolfo , w lee , p chan , w fan , e eskin sigmod record",,,2001.0
192,distributed top-k monitoring sigmod conference,"b babcock , c olston",,2003.0
193,approximate join processing over data streams sigmod conference 2003,"a das , j gehrke , m riedewald",,
194,adam : a testbed for exploring the use of data mining in intrusion detection sigmod record 2001,"d barbarс , j couto , s jajodia , n wu",,
195,detection and classification of intrusions and faults using sequences of system calls 2001,"j cabrera , l lewis , r mehra",sigmod record,
196,containment join size estimation : models and methods sigmod conference,"w wang , h jiang , h lu , j yu",,2003.0
197,"relating distributed objects b martin , r cattell 1994",,vldb,
198,book review column sigmod record,k aberer,,2001.0
199,integrating a structured-text retrieval system with an object-oriented database system 1994,"t yan , j annevelink",vldb,
200,describing semistructured data 2001,l cardelli,sigmod record,
201,chair 's message,,,2001.0
202,user interfaces ; who cares ? vldb,s spaccapietra,,1994.0
203,special issue on data mining for intrusion detection and threat analysis - guest editor 's introduction,,,2001.0
204,scientific databases - state of the art and future directions vldb,"m zemankova , y ioannidis",,1994.0
205,"mining system audit data : opportunities and challenges w lee , w fan 2001",,sigmod record,
206,efficient similarity search and classification via rank aggregation,"r fagin , r kumar , d sivakumar",sigmod conference,2003.0
207,"using unknowns to prevent discovery of association rules y saygin , v verykios , c clifton 2001",,sigmod record,
208,"extracting structured data from web pages a arasu , h garcia-molina sigmod conference 2003",,,
209,factorizing complex predicates in queries to exploit indexes,"s chaudhuri , p ganesan , s sarawagi",sigmod conference,2003.0
210,"mining email content for author identification forensics o vel , a anderson , m corney , g mohay",,sigmod record,2001.0
211,transactional information systems - book review,,,2001.0
212,"estimating compilation time of a query optimizer i ilyas , j rao , g lohman , d gao , e lin sigmod conference",,,2003.0
213,"extended wavelets for multiple measures a deligiannakis , n roussopoulos 2003",,sigmod conference,
214,information warfare and security - book review 2001,,,
215,treasurer 's message 2000,,,
216,"chain : operator scheduling for memory minimization in data stream systems b babcock , s babu , m datar , r motwani sigmod conference",,,2003.0
217,capturing both types and constraints in data integration sigmod conference,"m benedikt , c chan , w fan , j freire , r rastogi",,2003.0
218,reminiscences on influential papers 2001,,,
219,exchanging intensional xml data,"t milo , s abiteboul , b amann , o benjelloun , f ngoc",sigmod conference,2003.0
220,"the gmap : a versatile tool for physical data independence o tsatalos , m solomon , y ioannidis 1994",,vldb,
221,the design and performance evaluation of alternative xml storage strategies 2002,"f tian , d dewitt , j chen , c zhang",sigmod record,
222,guest editor 's introduction,,,2002.0
223,including group-by in query optimization vldb,"s chaudhuri , k shim",,1994.0
224,"persistent threads f matthes , j schmidt 1994",,vldb,
225,"the n-tier hub technology r sommer , t gulledge , d bailey sigmod record",,,2002.0
226,supporting global user profiles through trusted authorities i cingil 2002,,sigmod record,
227,"memory-contention responsive hash joins d davison , g graefe vldb",,,1994.0
228,"business data management for b2b electronic commerce c quix , m schoop , m jeusfeld sigmod record 2002",,,
229,v-trees - a storage method for long vector data 1994,"m mediano , m casanova , m dreux",vldb,
230,"qualified answers that reflect user needs and preferences t gaasterland , j lobo 1994",,vldb,
231,semantic b2b integration : issues in ontology-based applications,"z cui , d jones , p o'brien",sigmod record,2002.0
232,"rp * : a family of order preserving scalable distributed data structures w litwin , m neimat , d schneider 1994",,vldb,
233,the role of b2b engines in b2b integration architectures,c bussler,sigmod record,2002.0
234,supply chain infrastructures : system integration and information sharing 2002,"m ball , m ma , l raschid , z zhao",sigmod record,
235,"on index selection schemes for nested object hierarchies s chawathe , m chen , p yu vldb",,,1994.0
236,interview with avi silberschatz,,,2002.0
237,reasoning about spatial relationships in picture retrieval systems vldb 1994,"a sistla , c yu , r haddad",,
238,"on spatially partitioned temporal join h lu , b ooi , k tan vldb",,,1994.0
239,"modelling and querying video data r hjelsvold , r midtstraum vldb 1994",,,
240,too much middleware sigmod record 2002,m stonebraker,,
241,materialization : a powerful and ubiquitous abstraction pattern vldb 1994,"a pirotte , e zimсnyi , d massart , t yakusheva",,
242,the xml typechecking problem sigmod record 2002,d suciu,,
243,report on the 18th british national conference on databases ( bncod ),,,2002.0
244,maximizing buffer and disk utilizations for news on-demand vldb,"r ng , j yang",,1994.0
245,reminiscences on influential papers,,,2002.0
246,"investigation of algebraic query optimisation techniques for database programming languages a poulovassilis , c small vldb",,,1994.0
247,"join index hierarchies for supporting efficient navigations in object-oriented databases z xie , j han 1994",,vldb,
248,letter to sigmod record editor n elderini 2002,,,
249,"hilbert r-tree : an improved r-tree using fractals i kamel , c faloutsos",,vldb,1994.0
250,why i like working in academia sigmod record 2002,r snodgrass,,
251,a survey of logical models for olap databases sigmod record,"p vassiliadis , t sellis",,1999.0
252,qc-trees : an efficient summary structure for semantic olap sigmod conference 2003,"l lakshmanan , j pei , y zhao",,
253,fintime - a financial time series benchmark 1999,"k jacob , d shasha",sigmod record,
254,"spreadsheets in rdbms for olap a witkowski , s bellamkonda , t bozkaya , g dorman , n folkert , a gupta , l sheng , s subramanian sigmod conference 2003",,,
255,"xrank : ranked keyword search over xml documents l guo , f shao , c botev , j shanmugasundaram sigmod conference",,,2003.0
256,"diluting acid t kempster , c stirling , p thanisch sigmod record 1999",,,
257,"querying structured text in an xml database s al-khalifa , c yu , h jagadish 2003",,sigmod conference,
258,"design and management of data warehouses : report on the dmdw '99 workshop s gatziu , m jeusfeld , m staudt , y vassiliou sigmod record 1999",,,
259,vist : a dynamic index method for querying xml data by tree structures sigmod conference 2003,"h wang , s park , w fan , p yu",,
260,editor 's notes m franklin sigmod record,,,1999.0
261,rights protection for relational data sigmod conference,"r sion , m atallah , s prabhakar",,2003.0
262,"sql standardization : the next steps a eisenberg , j melton sigmod record",,,2000.0
263,reminiscences on influential papers 2000,,,
264,information sharing across private databases 2003,"r agrawal , a evfimievski , r srikant",sigmod conference,
265,"incremental maintenance of recursive views using relational calculus/sql g dong , j su",,sigmod record,2000.0
266,"winnowing : local algorithms for document fingerprinting s schleimer , d wilkerson , a aiken 2003",,sigmod conference,
267,data quality and data cleaning : an overview sigmod conference 2003,"t johnson , t dasu",,
268,"sigmod sister societies s ceri , l kalinichenko , m kitsuregawa , h lu , z жzsoyoglu , r snodgrass , v vianu",,sigmod record,2000.0
269,"birn-m : a semantic mediator for solving real-world neuroscience problems a gupta , b ludфscher , m martone 2003",,sigmod conference,
270,"a system for watermarking relational databases r agrawal , p haas , j kiernan sigmod conference",,,2003.0
271,chair 's message,,,2000.0
272,"beyond document similarity : understanding value-based search and browsing technologies a paepcke , h garcia-molina , g rodrэguez-mulр , j cho sigmod record 2000",,,
273,aurora : a data stream management system sigmod conference,"d abadi , d carney , u чetintemel , m cherniack , c convey , c erwin , e galvez , m hatoun , a maskey , a rasin , a singer , m stonebraker , n tatbul , y xing , r yan , s zdonik",,2003.0
274,improving the efficiency of database-system teaching j ullman,,sigmod conference,2003.0
275,comparative analysis of five xml query languages sigmod record 2000,"a bonifati , s ceri",,
276,an extensible compressor for xml data sigmod record,"h liefke , d suciu",,2000.0
277,"proceedings of the 2003 acm sigmod international conference on management of data , san diego , california , usa , june 9-12 , 2003 2003",,,
278,an optimisation scheme for coalesce/valid time selection operator sequences c vassilakis,,sigmod record,2000.0
279,efficient processing of joins on set-valued attributes n mamoulis 2003,,sigmod conference,
280,hierarchies and relative operators in the olap environment sigmod record,"e pourabbas , m rafanelli",,2000.0
281,"data grid management systems a jagatheesan , a rajasekar 2003",,sigmod conference,
282,"evaluating probabilistic queries over imprecise data r cheng , d kalashnikov , s prabhakar",,sigmod conference,2003.0
283,evolution and change in data management - issues and directions 2000,"j roddick , l al-jadir , l bertossi , m dumas , f estrella , h gregersen , k hornsby , j lufter , f mandreoli , t mфnnistі , e mayol , l wedemeijer",sigmod record,
284,"adaptive filters for continuous queries over distributed data streams c olston , j jiang , j widom",,sigmod conference,2003.0
285,generating dynamic content at database-backed web servers : cgi-bin vs. mod_perl sigmod record 2000,"a labrinidis , n roussopoulos",,
286,knowledge discovery in data warehouses 2000,t palpanas,sigmod record,
287,"dynamic xml documents with distribution and replication s abiteboul , a bonifati , g cobena , i manolescu , t milo sigmod conference 2003",,,
288,editor 's notes m franklin sigmod record 2000,,,
289,"dynamic sample selection for approximate query processing b babcock , s chaudhuri , g das 2003",,sigmod conference,
290,"cmvf : a novel dimension reduction scheme for efficient indexing in a large image database j shen , a ngu , j shepherd , d huynh , q sheng 2003",,sigmod conference,
291,the implementation and performance of compressed databases,"t westmann , d kossmann , s helmer , g moerkotte",sigmod record,2000.0
292,"dbcache : middle-tier database caching for highly scalable e-business architectures c bornhіvd , m altinel , s krishnamurthy , c mohan , h pirahesh , b reinwald",,sigmod conference,2003.0
293,"metadata standards for data warehousing : open information model vs. common warehouse metamodel t vetterli , a vaduva , m staudt",,sigmod record,2000.0
294,"a comprehensive xquery to sql translation using dynamic interval encoding d dehaan , d toman , m consens , m жzsu sigmod conference 2003",,,
295,"spatial operators e clementini , p felice sigmod record 2000",,,
296,reminiscences on influential papers 2000,,,
297,gigascope : a stream database for network applications sigmod conference 2003,"c cranor , t johnson , o spatscheck , v shkapenyuk",,
298,formal semantics and analysis of object queries,g bierman,sigmod conference,2003.0
299,report on second international workshop on advanced issues of e-commerce and web-based information systems,,,2000.0
300,"provision of market services for eco compliant electronic market places s arpinar , a dogac sigmod record 2000",,,
301,"hardware acceleration for spatial selections and joins c sun , d agrawal , a abbadi",,sigmod conference,2003.0
302,"a characterization of the sensitivity of query optimization to storage access cost parameters f reiss , t kanungo",,sigmod conference,2003.0
303,"workshop on performance and architecture of web servers ( paws-2000 , held in conjection with sigmetrics-2000 ) 2000",,,
304,"a theory of redo recovery d lomet , m tuttle",,sigmod conference,2003.0
305,report in isdo ' 00 : the caise * 00 workshop on infrastructures for dynamic business-to-business service outsourcinga 2000,,,
306,"cache-and-query for wide area sensor databases a deshpande , s nath , p gibbons , s seshan sigmod conference",,,2003.0
307,composing xsl transformations with xml publishing views sigmod conference 2003,"c li , p bohannon , h korth , p narayan",,
308,sigmod ' 2000 program chair 's message,,,2000.0
309,an optimal and progressive algorithm for skyline queries,"d papadias , y tao , g fu , b seeger",sigmod conference,2003.0
310,information director 's message,,,2000.0
311,sigmod anthology editor 's message 2000,,,
312,"contorting high dimensional data for efficient main memory processing b cui , b ooi , j su , k tan 2003",,sigmod conference,
313,chair 's message 2000,,,
314,visionary : a next generation visualization system for databases,m stonebraker,sigmod conference,2003.0
315,"comparative analysis of six xml schema languages d lee , w chu sigmod record",,,2000.0
316,extracting and exploiting structure in text search p raghavan 2003,,sigmod conference,
317,building notification services with microsoft sqlserver sigmod conference 2003,p seshadri,,
318,vice chair 's message 2000,,,
319,nonstop sql/mx publish/subscribe : continuous data streams in transaction processing,h zeller,sigmod conference,2003.0
320,editor 's notes 2000,m franklin,sigmod record,
321,data management challenges in crm sigmod conference 2003,g colliat,,
322,new tpc benchmarks for decision support and web commerce,"m pіss , c floyd",sigmod record,2000.0
323,"integration of electronic tickets and personal guide system for public transport using mobile terminals k goto , y kambayashi sigmod conference 2003",,,
324,constraint databases : a tutorial introduction sigmod record,j bussche,,2000.0
325,"multi-dimensional clustering : a new data layout scheme in db2 s padmanabhan , b bhattacharjee , t malkemus , l cranston , m huras sigmod conference 2003",,,
326,"generating spatiotemporal datasets on the www y theodoridis , m nascimento 2000",,sigmod record,
327,theory of answering queries using views a halevy sigmod record 2000,,,
328,"using sets of feature vectors for similarity search on voxelized cad objects h kriegel , s brecheisen , p krіger , m pfeifle , m schubert 2003",,sigmod conference,
329,"object database evolution using separation of concerns a rashid , p sawyer 2000",,sigmod record,
330,a framework for change diagnosis of data streams sigmod conference,c aggarwal,,2003.0
331,on relational support for xml publishing : beyond sorting and tagging,"s chaudhuri , r kaushik , j naughton",sigmod conference,2003.0
332,moving up the food chain : supporting e-commerce applications on databases sigmod record 2000,a jhingran,,
333,reminiscences on influential papers,,,2000.0
334,"qcluster : relevance feedback using adaptive clustering for content-based image retrieval d kim , c chung sigmod conference",,,2003.0
335,oracle xml db repository sigmod conference,v krishnamurthy,,2003.0
336,vldb workshop on technologies in e-services ( tes ),,,2000.0
337,oracle rac : architecture and performance sigmod conference,a pruscino,,2003.0
338,the future of web services - i a bosworth sigmod conference,,,2003.0
339,"using quantitative information for efficient association rule generation b pєssas , w jr. , m carvalho , r resende sigmod record 2000",,,
340,the future of web services - ii f cabrera 2003,,sigmod conference,
341,"research and practice in federated information systems , report of the efis ' 2000 international workshop",,,2000.0
342,"processing set expressions over continuous update streams s ganguly , m garofalakis , r rastogi sigmod conference",,,2003.0
343,editor 's notes sigmod record,m franklin,,2000.0
