id,label,left_index,left_id,left_title,left_authors,left_venue,left_year,right_index,right_id,right_title,right_authors,right_venue,right_year
22,0,1391,1466,document management as a database problem,rudolf bayer,vldb,1995,3433,990,is web-site management a database problem ?,"daniela florescu , alon y. levy , dan suciu",very large data bases,1998
23,0,1063,1118,index nesting - an efficient approach to indexing in object-oriented databases,"jiawei han , beng chin ooi , hongjun lu , kian-lee tan",vldb j.,1996,4358,1915,converting relational to object-oriented databases,joseph fong,acm sigmod record,1997
24,1,1927,2038,controlling data warehouses with knowledge networks,"jan-dirk becker , matthias jarke , andreas boehmer , elvira schaefer",vldb,2000,3344,895,controlling data warehouses with knowledge networks,"elvira schaefer , jan-dirk becker , andreas boehmer , matthias jarke",very large data bases,2000
25,0,158,162,temporal database system implementations,michael h. böhlen,sigmod record,1995,3954,1511,temporal conditions and integrity constraints in active database systems,"a. prasad sistla , ouri wolfson",international conference on management of data,1995
26,1,592,624,ansi sql hierarchical processing can fully integrate native xml,michael m. david,sigmod record,2003,3365,920,ansi sql hierarchical processing can fully integrate native xml,michael m. david,acm sigmod record,2003
27,1,2104,2227,warping indexes with envelope transforms for query by humming,"dennis shasha , yunyue zhu",sigmod conference,2003,4532,2091,warping indexes with envelope transforms for query by humming,"yunyue zhu , dennis shasha",international conference on management of data,2003
28,0,545,575,reminiscences on influential papers,"theodore johnson , amr el abbadi , richard t. snodgrass , kenneth a. ross",sigmod record,2002,3107,650,influential papers,ken ross,acm sigmod record,2002
29,0,39,39,database research at ut arlington,"sharma chakravarthy , y. alp aslandogan , ramez elmasri , leonidas fegaras , jung-hwan oh",sigmod record,2003,2794,323,database research at arizona state university,"susan d. urban , suzanne w. dietrich , forouzan golshani",acm sigmod record,1996
30,0,2101,2224,lore : a database management system for semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1997,3494,1051,dwms : data warehouse management system,narendra mohan,very large data bases,1996
31,0,1528,1610,discover : keyword search in relational databases,"vagelis hristidis , yannis papakonstantinou",vldb,2002,4358,1915,converting relational to object-oriented databases,joseph fong,acm sigmod record,1997
32,0,1701,1798,incremental computation and maintenance of temporal aggregates,"jun yang , jennifer widom",vldb j.,2003,2961,493,incremental maintenance of recursive views using relational calculus/sql,"guozhu dong , jianwen su",acm sigmod record,2000
33,0,357,373,procedures in object-oriented query languages,"kazimierz subieta , jacek leszczylowski , yahiko kambayashi",vldb,1995,4676,2239,an effective deductive object-oriented database through language integration,"maria l. barja , norman w. paton , alvaro a. a. fernandes , m. howard williams , andrew dinn",very large data bases,1994
34,1,160,164,opossum : desk-top schema management through customizable visualization,"miron livny , eben m. haber , yannis e. ioannidis",vldb,1995,3910,1467,opossum : desk-top schema management through customizable visualization,"eben m. haber , yannis e. ioannidis , miron livny",very large data bases,1995
35,0,1087,1143,dms : a parallel data mining server,felicity a. w. george,vldb,1998,4255,1812,scalable parallel data mining for association rules,"eui-hong han , george karypis , vipin kumar",international conference on management of data,1997
36,1,1965,2081,naos - efficient and modular reactive capabilities in an object-oriented database system,"thierry coupaye , t. svensen , christine collet",vldb,1994,3862,1419,naos - efficient and modular reactive capabilities in an object-oriented database system,"christine collet , thierry coupaye , t. svensen",very large data bases,1994
37,0,876,924,user-adaptive exploration of multidimensional data,sunita sarawagi,vldb,2000,3469,1026,a foundation for multi-dimensional databases,"marc gyssens , laks v. s. lakshmanan",very large data bases,1997
38,1,1131,1189,"a query language for multidimensional arrays : design , implementation , and optimization techniques","limsoon wong , rona machlin , leonid libkin",sigmod conference,1996,4412,1969,"a query language for multidimensional arrays : design , implementation , and optimization techniques","leonid libkin , rona machlin , limsoon wong",international conference on management of data,1996
39,1,316,331,comprehension syntax,"limsoon wong , dan suciu , val tannen , peter buneman , leonid libkin",sigmod record,1994,4144,1701,comprehension syntax,"peter buneman , leonid libkin , dan suciu , val tannen , limsoon wong",acm sigmod record,1994
40,0,1920,2031,buffering accesses to memory-resident index structures,"jingren zhou , kenneth a. ross",vldb,2003,3851,1408,efficient index structures for string databases,"tamer kahveci , ambuj k. singh",very large data bases,2001
41,0,1420,1496,secure transaction processing in firm real-time database systems,"binto george , jayant r. haritsa",sigmod conference,1997,4274,1831,revisiting commit processing in distributed database systems,"ramesh gupta , jayant haritsa , krithi ramamritham",international conference on management of data,1997
42,0,132,135,semint : a system prototype for semantic integration in heterogeneous databases,"wen-syan li , chris clifton",sigmod conference,1995,3884,1441,a scalable architecture for autonomous heterogeneous database interactions,"steven milliner , athman bouguettaya , mike p. papazoglou",very large data bases,1995
43,0,1569,1656,mining system audit data : opportunities and challenges,"wei fan , wenke lee",sigmod record,2001,3356,910,amicalola report : database and information systems research challenges and opportunities in semantic web and enterprises,"amit sheth , robert meersman",acm sigmod record,2002
44,0,1400,1475,sit-in : a real-life spatio-temporal information system,"stefano de francisci , rossella molinaro , orietta gargano , mario paolucci , leonardo tininini , giuseppe sindoni , paola patteri , amedea ambrosetti , pina ticca , cristina bedeschi",vldb,2001,4352,1909,environmental information systems,oliver g &#252; nther,acm sigmod record,1997
45,0,1602,1690,partial results for online query processing,"joseph m. hellerstein , vijayshankar raman",sigmod conference,2002,4083,1640,sequence query processing,"praveen seshadri , miron livny , raghu ramakrishnan",international conference on management of data,1994
46,1,406,424,beyond market baskets : generalizing association rules to correlations,"rajeev motwani , sergey brin , craig silverstein",sigmod conference,1997,4256,1813,beyond market baskets : generalizing association rules to correlations,"sergey brin , rajeev motwani , craig silverstein",international conference on management of data,1997
47,0,2422,2562,tracing the lineage of view data in a warehousing environment,"janet l. wiener , yingwei cui , jennifer widom",acm trans . database syst .,2000,3852,1409,lineage tracing for general data warehouse transformations,"yingwei cui , jennifer widom",very large data bases,2001
48,0,1032,1086,editorial,"peter m. g. apers , stefano ceri , richard t. snodgrass",vldb j.,2002,2812,342,editorial,richard snodgrass,acm transactions on database systems ( tods ),2001
49,0,2187,2313,mining fuzzy association rules in databases,"ada wai-chee fu , man hon wong , chan man kuok",sigmod record,1998,3485,1042,a new sql-like operator for mining association rules,"rosa meo , giuseppe psaila , stefano ceri",very large data bases,1996
50,0,776,817,query optimization in the presence of limited access patterns,"dan suciu , ioana manolescu , daniela florescu , alon y. levy",sigmod conference,1999,2727,256,minimization of tree pattern queries,"sihem amer-yahia , sungran cho , laks v. s. lakshmanan , divesh srivastava",international conference on management of data,2001
51,0,369,385,query optimization for selections using bitmaps,ming-chuan wu,sigmod conference,1999,2775,304,query optimization in compressed database systems,"zhiyuan chen , johannes gehrke , flip korn",international conference on management of data,2001
52,0,1558,1645,reminiscences on influential papers,"christos h. papadimitriou , anant jhingran , yannis e. ioannidis , kenneth a. ross",sigmod record,2000,3370,927,reminiscences on influential papers,kenneth a. ross,acm sigmod record,2003
53,1,734,774,user-defined table operators : enhancing extensibility for ordbms,"bernhard mitschang , michael jaedicke",vldb,1999,3276,826,user-defined table operators : enhancing extensibility for ordbms,"michael jaedicke , bernhard mitschang",very large data bases,1999
54,0,1626,1717,distance browsing in spatial databases,"hanan samet , gísli r. hjaltason",acm trans . database syst .,1999,2691,220,selectivity estimation in spatial databases,"swarup acharya , viswanath poosala , sridhar ramaswamy",international conference on management of data,1999
55,0,1168,1228,answering xml queries on heterogeneous data sources,"ioana manolescu , donald kossmann , daniela florescu",vldb,2001,3526,1083,describing and using query capabilities of heterogeneous sources,"vasilis vassalos , yannis papakonstantinou",very large data bases,1997
56,0,610,644,index configuration in object-oriented databases,elisa bertino,vldb j.,1994,3922,1479,a cost model for clustered object-oriented databases,"georges gardarin , jean-robert gruser , zhao-hui tang",very large data bases,1995
57,0,1103,1160,reminiscences on influential papers,"z. meral özsoyoglu , philip s. yu , nick roussopoulos , krithi ramamritham , alberto o. mendelzon , richard t. snodgrass , laura m. haas , jennifer widom , jan paredaens",sigmod record,1998,2992,526,influential papers,ken ross,acm sigmod record,2002
58,0,2458,2601,reminiscences on influential papers,"kaladhar voruganti , renée j. miller , kenneth a. ross , flip korn",sigmod record,2002,2697,226,reminiscences on influential papers,richard snodgrass,acm sigmod record,1998
59,1,2284,2416,filtering with approximate predicates,"hector garcia-molina , narayanan shivakumar , chandra chekuri",vldb,1998,3419,976,filtering with approximate predicates,"narayanan shivakumar , hector garcia-molina , chandra chekuri",very large data bases,1998
60,0,1926,2037,sql query optimization : reordering for a general class of queries,"piyush goel , balakrishna r. iyer",sigmod conference,1996,3267,817,probabilistic optimization of top n queries,"donko donjerkovic , raghu ramakrishnan",very large data bases,1999
61,1,423,441,hierarchical compact cube for range-max queries,"hua-gang li , sin yeung lee , tok wang ling",vldb,2000,3806,1363,hierarchical compact cube for range-max queries,"sin yeung lee , tok wang ling , hua-gang li",very large data bases,2000
62,0,610,644,index configuration in object-oriented databases,elisa bertino,vldb j.,1994,3697,1254,opt + + : an object-oriented implementation for extensible database query optimization,"navin kabra , david j. dewitt",the vldb journal -- the international journal on very large data bases,1999
63,0,2063,2185,further improvements on integrity constraint checking for stratifiable deductive databases,"sin yeung lee , tok wang ling",vldb,1996,4389,1946,implementing deductive databases by mixed integer programming,"colin bell , anil nerode , raymond t. ng , v. s. subrahmanian",acm transactions on database systems ( tods ),1996
64,0,105,107,hierarchical prefix cubes for range-sum queries,"chee yong chan , yannis e. ioannidis",vldb,1999,3777,1334,dynamic update cube for range-sum queries,"seok-ju chun , chin-wan chung , ju-hong lee , seok-lyong lee",very large data bases,2001
65,0,2282,2414,hypergraph based reorderings of outer join queries with complex predicates,"gautam bhargava , balakrishna r. iyer , piyush goel",sigmod conference,1995,4487,2045,factorizing complex predicates in queries to exploit indexes,"surajit chaudhuri , prasanna ganesan , sunita sarawagi",international conference on management of data,2003
66,0,221,229,the aditi deductive database system,"kotagiri ramamohanarao , david b. kemp , jayen vaghani , tim s. leask , james harland , peter j. stuckey , zoltan somogyi",vldb j.,1994,4052,1609,space optimization in deductive databases,"divesh srivastava , s. sudarshan , raghu ramakrishnan , jeffrey f. naughton",acm transactions on database systems ( tods ),1995
67,0,1877,1985,static detection of security flaws in object-oriented databases,keishi tajima,sigmod conference,1996,4073,1630,unisql/x unified relational and object-oriented database system,won kim,international conference on management of data,1994
68,0,652,688,strudel : a web-site management system,"alon y. levy , mary f. fernandez , jaewoo kang , daniela florescu , dan suciu",sigmod conference,1997,4381,1938,using the calanda time series management system,"werner dreyer , angelika kotz dittrich , duri schmidt",international conference on management of data,1995
69,0,170,175,tree pattern query minimization,"divesh srivastava , sungran cho , laks v. s. lakshmanan , sihem amer-yahia",vldb j.,2002,3134,680,efficient algorithms for minimizing tree pattern queries,prakash ramanan,international conference on management of data,2002
70,0,325,341,implementation of magic-sets in a relational database system,"inderpal singh mumick , hamid pirahesh",sigmod conference,1994,3272,822,on efficiently implementing schemasql on an sql database system,"laks v. s. lakshmanan , fereidoon sadri , subbu n. subramanian",very large data bases,1999
71,0,1453,1530,"a robust , optimization-based approach for approximate answering of aggregate queries","vivek r. narasayya , gautam das , surajit chaudhuri",sigmod conference,2001,2497,26,the aqua approximate query answering system,"swarup acharya , phillip b. gibbons , viswanath poosala , sridhar ramaswamy",international conference on management of data,1999
72,0,1435,1511,selectivity estimation for spatio-temporal queries to moving objects,"yong-jin choi , chin-wan chung",sigmod conference,2002,2691,220,selectivity estimation in spatial databases,"swarup acharya , viswanath poosala , sridhar ramaswamy",international conference on management of data,1999
73,0,654,690,on supporting containment queries in relational database management systems,"guy m. lohman , david j. dewitt , qiong luo , jeffrey f. naughton , chun zhang",sigmod conference,2001,4349,1906,integrating modelling systems for environmental management information systems,"david j. abel , kerry taylor , dean kun",acm sigmod record,1997
74,0,1821,1927,vist : a dynamic index method for querying xml data by tree structures,"wei fan , sanghyun park , philip s. yu , haixun wang",sigmod conference,2003,3851,1408,efficient index structures for string databases,"tamer kahveci , ambuj k. singh",very large data bases,2001
75,0,2042,2162,foundations of preferences in database systems,werner kießling,vldb,2002,3668,1225,secure buffering in firm real-time database systems,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,2000
76,1,1060,1115,towards automated performance tuning for complex workloads,"michael j. carey , manish mehta , miron livny , kurt p. brown",vldb,1994,3868,1425,towards automated performance tuning for complex workloads,"kurt p. brown , manish mehta , michael j. carey , miron livny",very large data bases,1994
77,0,1314,1380,book review column,karl aberer,sigmod record,2003,3198,745,book reviews,karl aberer,acm sigmod record,2002
78,0,482,507,groupwise processing of relational queries,"kenneth a. ross , damianos chatziantoniou",vldb,1997,3506,1063,cache conscious algorithms for relational query processing,"ambuj shatdal , chander kant , jeffrey f. naughton",very large data bases,1994
79,0,1731,1829,efficiently instantiating view-objects from remote relational databases,"gio wiederhold , byung suk lee",vldb j.,1994,4358,1915,converting relational to object-oriented databases,joseph fong,acm sigmod record,1997
80,0,276,289,constructing the next 100 database management systems,"andreas geppert , klaus r. dittrich",sigmod record,1994,4341,1898,the mariposa distributed database management system,jeff sidell,acm sigmod record,1996
81,0,20,20,report on the acm fourth international workshop on data warehousing and olap ( dolap 2001 ),joachim hammer,sigmod record,2002,2933,465,report on the fourth international conference on flexible query answering systems ( fqas 2000 ),"patrick bosc , amihai motro , gabriella pasi",acm sigmod record,2001
82,0,371,387,reminiscences on influential papers,"kenneth a. ross , kyuseok shim , mary f. fernandez",sigmod record,2002,3107,650,influential papers,ken ross,acm sigmod record,2002
83,0,1063,1118,index nesting - an efficient approach to indexing in object-oriented databases,"jiawei han , beng chin ooi , hongjun lu , kian-lee tan",vldb j.,1996,3602,1159,exact : an extensible approach to active object-oriented databases,"oscar d &#237; az , arturo jaime",the vldb journal -- the international journal on very large data bases,1997
84,0,1191,1251,mocha : a self-extensible database middleware system for distributed data sources,"manuel rodriguez-martinez , nick roussopoulos",sigmod conference,2000,2873,403,aqr-toolkit : an adaptive query routing middleware for distributed data intensive systems,"ling liu , calton pu , david buttler , wei han , henrique paques , wei tang",international conference on management of data,2000
85,0,340,356,the design and implementation of a sequence database system,"raghu ramakrishnan , miron livny , praveen seshadri",vldb,1996,4337,1894,the aggregate data problem : a system for their definition and management,"m. rafanelli , a. bezenchek , l. tininini",acm sigmod record,1996
86,0,21,21,approximating aggregate queries about web pages via random walks,"jittat fakcharoenphol , steve chien , ziv bar-yossef , alexander berg , dror weitz",vldb,2000,2777,306,"a robust , optimization-based approach for approximate answering of aggregate queries","surajit chaudhuri , gautam das , vivek narasayya",international conference on management of data,2001
87,0,1765,1866,databases and visualization,daniel a. keim,sigmod conference,1996,4297,1854,delaunay : a database visualization system,"isabel f. cruz , m. averbuch , wendy t. lucas , melissa radzyminski , kirby zhang",international conference on management of data,1997
88,0,529,557,closest pair queries in spatial databases,"yannis theodoridis , yannis manolopoulos , antonio corral , michael vassilakopoulos",sigmod conference,2000,4497,2055,location-based spatial queries,"jun zhang , manli zhu , dimitris papadias , yufei tao , dik lun lee",international conference on management of data,2003
89,0,2237,2364,materialized view selection and maintenance using multi-query optimization,"krithi ramamritham , hoshi mistry , prasan roy , s. sudarshan",sigmod conference,2001,4326,1883,outerjoin simplification and reordering for query optimization,"c &#233; sar galindo-legaria , arnon rosenthal",acm transactions on database systems ( tods ),1997
90,0,1052,1106,adaptive algorithms for set containment joins,"hector garcia-molina , sergey melnik",acm trans . database syst .,2003,3372,929,1-safe algorithms for symmetric site configurations,"rune humborstad , maitrayi sabaratnam , svein-olaf hvasshovd , &#216; ystein torbj &#248; rnsen",very large data bases,1997
91,0,893,942,book review column,karl aberer,sigmod record,2002,4573,2133,book reviews,,acm sigmod record,2003
92,0,1864,1972,binding propagation in disjunctive databases,sergio greco,vldb,1998,4388,1945,tail recursion elimination in deductive databases,kenneth a. ross,acm transactions on database systems ( tods ),1996
93,0,567,598,krdb ' 98 : the 5th international workshop on knowledge representation meets databases,"alexander borgida , martin staudt , vinay k. chaudhri",sigmod record,1998,4316,1873,report on first international workshop on real-time database systems,"azer bestavros , kwei-jay lin , sang son",acm sigmod record,1996
94,0,1213,1274,indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches,"xiaoyang sean wang , changzhou wang",vldb j.,2001,3393,950,parallel algorithms for high-dimensional similarity joins for data mining applications,"john c. shafer , rakesh agrawal",very large data bases,1997
95,0,779,821,towards on-line analytical mining in large databases,jiawei han,sigmod record,1998,2565,94,turbo-charging vertical mining of large databases,"pradeep shenoy , jayant r. haritsa , s. sundarshan , gaurav bhalotia , mayank bawa , devavrat shah",international conference on management of data,2000
96,0,403,420,dwms : data warehouse management system,narendra mohan,vldb,1996,2623,152,the araneus web-based management system,"g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo",international conference on management of data,1998
97,0,2242,2371,editorial,richard t. snodgrass,acm trans . database syst .,2001,4542,2101,guest editorial,"amr el abbadi , gunter schlageter , kyu-young whang",the vldb journal -- the international journal on very large data bases,2001
98,0,2422,2562,tracing the lineage of view data in a warehousing environment,"janet l. wiener , yingwei cui , jennifer widom",acm trans . database syst .,2000,4560,2119,lineage tracing for general data warehouse transformations,"y. cui , j. widom",the vldb journal -- the international journal on very large data bases,2003
99,0,1683,1777,influence sets based on reverse nearest neighbor queries,"s. muthukrishnan , flip korn",sigmod conference,2000,4042,1599,nearest neighbor queries,"nick roussopoulos , stephen kelley , fr &#233; d &#233; ric vincent",international conference on management of data,1995
100,0,656,692,repositories and object oriented databases,philip a. bernstein,sigmod record,1998,4091,1648,metu object-oriented dbms,"asuman dogac , budak arpinar , cem evrendilek , cetin ozkan , ilker altintas , ilker durusoy , mehmet altinel , tansel okay , yuksel saygin",international conference on management of data,1994
101,0,482,507,groupwise processing of relational queries,"kenneth a. ross , damianos chatziantoniou",vldb,1997,2911,443,congressional samples for approximate answering of group-by queries,"swarup acharya , phillip b. gibbons , viswanath poosala",international conference on management of data,2000
102,0,982,1034,optimizing multi-feature queries for image databases,"ulrich güntzer , werner kießling , wolf-tilo balke",vldb,2000,4401,1958,optimizing queries over multimedia repositories,"surajit chaudhuri , luis gravano",international conference on management of data,1996
103,0,1877,1985,static detection of security flaws in object-oriented databases,keishi tajima,sigmod conference,1996,3679,1236,description logics for semantic query optimization in object-oriented database systems,"domenico beneventano , sonia bergamaschi , claudio sartori",acm transactions on database systems ( tods ),2003
104,0,1604,1692,the lyric language : querying constraint objects,"alexander brodsky , yoram kornatzky",sigmod conference,1995,3096,638,themis : a database programming language handling integrity constraints,"v &#233; ronique benzaken , anne doucet",the vldb journal -- the international journal on very large data bases,1995
105,1,2183,2309,actiview : adaptive data presentation using supersql,"motomichi toyama , yoko maeda",vldb,2001,4616,2179,actiview : adaptive data presentation using supersql,"yoko maeda , motomichi toyama",very large data bases,2001
106,0,627,661,distance-based indexing for high-dimensional metric spaces,"z. meral özsoyoglu , tolga bozkaya",sigmod conference,1997,3487,1044,the x-tree : an index structure for high-dimensional data,"stefan berchtold , daniel a. keim , hans-peter kriegel",very large data bases,1996
107,0,1731,1829,efficiently instantiating view-objects from remote relational databases,"gio wiederhold , byung suk lee",vldb j.,1994,3329,879,efficiently publishing relational data as xml documents,"jayavel shanmugasundaram , eugene j. shekita , rimon barr , michael j. carey , bruce g. lindsay , hamid pirahesh , berthold reinwald",very large data bases,2000
108,1,996,1049,dbsim : a simulation tool for predicting database performance,"craig wong , mark stokrp , mike lefler",sigmod conference,1996,2713,242,dbsim : a simulation tool for predicting database performance,"mark lefler , mark stokrp , craig wong",international conference on management of data,1996
109,0,152,156,report on the 8th international workshop on knowledge representation meets databases ( krdb ),"dan suciu , maurizio lenzerini , daniele nardi , werner nutt",sigmod record,2001,2948,480,report on ngits ' 99 : the fourth international workshop on next generation information technologies and systems,opher etzion,acm sigmod record,1999
110,0,654,690,on supporting containment queries in relational database management systems,"guy m. lohman , david j. dewitt , qiong luo , jeffrey f. naughton , chun zhang",sigmod conference,2001,3489,1046,querying multiple features of groups in relational databases,"damianos chatziantoniou , kenneth a. ross",very large data bases,1996
111,0,2007,2125,efficient schemes for managing multiversionxml documents,"shu-yao chien , carlo zaniolo , vassilis j. tsotras",vldb j.,2002,3333,883,efficient filtering of xml documents for selective dissemination of information,"mehmet altinel , michael j. franklin",very large data bases,2000
112,0,2256,2386,data extraction and transformation for the data warehouse,cass squire,sigmod conference,1995,3516,1073,data warehouse configuration,"dimitri theodoratos , timos k. sellis",very large data bases,1997
113,0,1172,1232,weaving relations for cache performance,"mark d. hill , anastassia ailamaki , david j. dewitt , marios skounakis",vldb,2001,2713,242,dbsim : a simulation tool for predicting database performance,"mark lefler , mark stokrp , craig wong",international conference on management of data,1996
114,0,1629,1721,trex : dtd-conforming xml to xml transformations,"xueqing gong , kun yue , aoying zhou , zhimao guo , jianchang xiao , wenfei fan , hongwei wu , qing wang , shihui zheng",sigmod conference,2003,4491,2049,composing xsl transformations with xml publishing views,"chengkai li , philip bohannon , p. p. s. narayan",international conference on management of data,2003
115,0,371,387,reminiscences on influential papers,"kenneth a. ross , kyuseok shim , mary f. fernandez",sigmod record,2002,2804,334,reminiscences in influential papers,richard snodgrass,acm sigmod record,1998
116,0,630,665,"watermarking relational data : framework , algorithms and analysis","peter j. haas , rakesh agrawal , jerry kiernan",vldb j.,2003,4461,2019,a system for watermarking relational databases,"rakesh agrawal , peter j. haas , jerry kiernan",international conference on management of data,2003
117,0,1394,1469,report on the fourth international conference on flexible query answering systems,"gabriella pasi , amihai motro , patrick bosc",sigmod record,2001,4591,2154,report on fqas 2002 : fifth international conference on flexible query answering systems,"amihai motro , troels andreasen",acm sigmod record,2003
118,1,40,40,why decision support fails and how to fix it,"kevin strehlo , ralph kimball",sigmod record,1995,4001,1558,why decision support fails and how to fix it,"ralph kimball , kevin strehlo",acm sigmod record,1995
119,0,2256,2386,data extraction and transformation for the data warehouse,cass squire,sigmod conference,1995,4291,1848,data warehousing and olap for decision support,"surajit chaudhuri , umeshwar dayal",international conference on management of data,1997
120,0,1049,1103,workshop report : the first international workshop on active and real-time database systems ( artdb-95 ),"mikael berndtsson , jörgen hansson",sigmod record,1996,2948,480,report on ngits ' 99 : the fourth international workshop on next generation information technologies and systems,opher etzion,acm sigmod record,1999
121,0,2458,2601,reminiscences on influential papers,"kaladhar voruganti , renée j. miller , kenneth a. ross , flip korn",sigmod record,2002,2992,526,influential papers,ken ross,acm sigmod record,2002
122,0,1528,1610,discover : keyword search in relational databases,"vagelis hristidis , yannis papakonstantinou",vldb,2002,3364,919,data page layouts for relational databases on deep memory hierarchies,"anastassia ailamaki , david j. dewitt , mark d. hill",the vldb journal -- the international journal on very large data bases,2002
123,0,276,289,constructing the next 100 database management systems,"andreas geppert , klaus r. dittrich",sigmod record,1994,4687,2250,data grid management systems,"arun jagatheesan , arcot rajasekar",international conference on management of data,2003
