id,label,left_index,left_id,left_Song_Name,left_Artist_Name,left_Album_Name,left_Genre,left_Price,left_CopyRight,left_Time,left_Released,right_index,right_id,right_Song_Name,right_Artist_Name,right_Album_Name,right_Genre,right_Price,right_CopyRight,right_Time,right_Released
16,0,325,4236,"Starry Eyed ( AN21 and Max Vangeli Remix ) Starry Eyed ( Remixes ) - EP Dance , Music , Pop , Rock $ 1.29 15-Feb-11",Ellie Goulding,,,,2011 Polydor Ltd. ( UK ),8:14,,628,27814,"Lights ( Shook Remix ) Ellie Goulding Lights ( The Remixes Part 1 ) Pop 3:49 May 23 , 2011",,,,$ 1.29,( C ) 2011 Polydor Ltd. ( UK ),,
17,0,347,4734,"Lick It ( Norman Doray Remix ) Lick It ( Remixes ) - EP Dance , Music , Electronic 2012 Ultra Records , Inc. 6:14 17-Apr-12",Kaskade & Skrillex,,,$ 1.29,,,,701,31604,"Scary Monsters And Nice Sprites ( Phonat Remix ) More Monsters And Sprites EP Dance & Electronic , Dubstep 2011 Rory Bourke Music Co. ( BMI ) June 7 , 2011",Skrillex,,,$ 1.29,,3:39,
18,0,96,1236,"Titanium ( Spanish Version ) David Guetta Titanium ( Spanish Version ) - Single Dance , Music , Electronic $ 1.29",,,,,"2012 What A Music Ltd , Licence exclusive Parlophone Music France",3:58,20-Aug-12,888,50715,"Titanium ( feat . Sia ) [ Cazzette 's Ant Seeking Hamster Mix ] $ 0.99 January 20 , 2012",David Guetta,Titanium ( Feat . Sia ),Dance & Electronic,,"2011 What A Music Ltd , licence exclusive Parlophone Music France",6:37,
19,1,353,4823,Halcyon Ellie Goulding $ 1.29 ‰ ãÑ 2013 Polydor Ltd. ( UK ),,Halcyon Days ( Deluxe Edition ),"Pop , Music , Dance , Rock",,,3:24,27-Aug-13,569,20588,"Halcyon Ellie Goulding Pop ( C ) 2013 Polydor Ltd. ( UK ) 3:24 August 27 , 2013",,Halcyon,,$ 1.29,,,
20,0,76,1168,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] One Love ( Deluxe Version ) Dance , Music $ 1.29 21-Aug-09",David Guetta,,,,2010 Gum Prod licence exclusive Parlophone Music France,2:51,,757,34894,"Gettin ' Over ( Feat . Chris Willis ; Continuous Mix Version ) David Guetta One Love ( Deluxe Version ) Dance & Electronic ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd August 21 , 2009",,,,$ 1.29,,3:31,
21,0,88,1202,"The Whisperer ( feat . Sia ) Listen Dance , Music , Electronic , House , Rock , French Pop 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved 3:54 24-Nov-14",David Guetta,,,$ 1.29,,,,648,28013,Dangerous ( feat . Sam Martin ) David Guetta Listen ( Deluxe ) Dance & Electronic 3:23,,,,$ 1.29,2015 If Moving Your Mine,,"November 24 , 2014"
22,0,3,210,Slow Down ( Sure Shot Rockers Reggae Dub Remix ) Slow Down ( Reggae Remixes ) - Single $ 1.29 3:15,Selena Gomez,,"Reggae , Music , Electronic , Dance , Rock",,"2013 Hollywood Records , Inc.",,20-Aug-13,561,19800,Good For You ( Yellow Claw & Cesqeaux Remix ) [ feat . A$ AP Rocky ] Pop $ 1.29,Selena Gomez,Good For You ( Remixes ),,,( C ) 2015 Interscope Records,3:01,"September 4 , 2015"
23,1,271,3376,"True Colors ( feat . Nicki Minaj ) Blacc Hollywood Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap , Rock $ 1.29 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 19-Aug-14",Wiz Khalifa,,,,,4:15,,492,7414,"True Colors ( feat . Nicki Minaj ) [ Explicit ] Wiz Khalifa Blacc Hollywood [ Explicit ] Rap & Hip-Hop 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company August 19 , 2014",,,,$ 1.29,,4:15,
24,1,399,5712,"Turn Around ( 5,4,3,2,1 ) [ DJ Bam Bam Radio Remix ] Flo Rida $ 1.29 16-Nov-10",,"Turn Around ( 5,4,3,2,1 ) - Deluxe Single","Hip-Hop/Rap , Music , Electronic , Rap , Dirty South , Dance",,‰ ãÑ 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,3:35,,775,35057,"Turn Around ( 5,4,3,2,1 ) Flo Rida Only One Flo ( Part 1 ) [ Deluxe ] [ + Video ] [ + Digital Booklet ] Rap & Hip-Hop $ 1.29 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 3:20",,,,,,,"November 26 , 2010"
25,0,21,303,"Lifted ( feat . Emeli Sand ' © & Professor Green ) Hotel Cabana ( Deluxe Version ) Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock $ 1.29",Naughty Boy,,,,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,4:15,6-May-14,581,22290,"One Way [ feat . Mic Righteous ] Naughty Boy Hotel Cabana ( Deluxe Version ) [ Explicit ] Pop $ 1.29 ( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd May 6 , 2014",,,,,,3:26,
26,0,262,3346,"Young , Wild & Free ( feat . Bruno Mars ) Snoop Dogg Soundtrack,Music,Hip-Hop / Rap , West Coast Rap , Gangsta Rap , Hardcore Rap , Rap , Soundtrack $ 1.99 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States",,Mac and Devin Go to High School ( Music from and Inspired By the Movie ) [ Deluxe Version ],,,,4:12,12-Dec-11,789,37611,"Can You Control Yo Hoe ( Album Version ( Explicit ) ) [ feat . Soopafly ] [ Explicit ] Snoop Dogg R&G ( Rhythm & Gangsta ) : The Masterpiece ( Explicit Version ) Gangsta & Hardcore , Rap & Hip-Hop ( C ) 2004 Geffen Records November 16 , 2004",,,,$ 0.99,,3:08,
27,1,440,6764,"Gone The Weeknd Trilogy R&B / Soul , Music , Rock , Contemporary R&B $ 1.29 ‰ ãÑ 2012 XO & co. , Inc.",,,,,,8:07,13-Nov-12,891,51438,"Gone ( Album Version ( Edited ) ) [ Clean ] ( C ) 2013 XO & co. , Inc. 8:07 September 18 , 2015",The Weeknd,Trilogy ( Edited Version ) [ Clean ],R&B,$ 1.29,,,
28,0,183,2021,If I Am a Stranger ( Live In Amsterdam ) Live After Deaf ( Live ) [ Complete Collection ] 2012 PAXAM RECORDS 5:10,Ryan Adams,,"Singer/Songwriter , Music , Rock",$ 0.99,,,2-Jul-12,672,28403,"Lucky Now ( Live At Carnegie Hall / 11/17/2014 ) [ Explicit ] Ryan Adams $ 1.29 ( C ) 2015 PaxAmericana Recording Company Under Exclusive Licenese To Blue Note Records April 21 , 2015",,Live At Carnegie Hall [ Explicit ],Rock,,,6:01,
29,0,64,1084,"Masterpiece ( feat . Jordan Rakei ) Disclosure Caracal 2015 Island Records , a division of Universal Music Operations Limited 4:01",,,"Electronic , Music , Dance , Garage , House , Rock",Album Only,,,,508,9523,"Holding On [ feat . Gregory Porter ] Disclosure $ 1.29 5:15 September 25 , 2015",,Caracal,"Electronica , Dance & Electronic",,"( C ) 2015 Island Records , a division of Universal Music Operations Limited",,
30,0,90,1204,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] Listen ( Deluxe Version ) Dance , Music , Rock , House , Electronic , French Pop $ 1.29 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",David Guetta,,,,,3:20,24-Nov-14,653,28025,"I 'll Keep Loving you ( feat . Birdy & Jaymes Young ) Listen ( Deluxe ) Dance & Electronic $ 1.29 3:08 November 24 , 2014",David Guetta,,,,2015 If Moving Your Mine,,
31,0,178,1828,"El Perd ' _ n ( Forgiveness ) Pop , Music 3:26",Nicky Jam & Enrique Iglesias,El Perd ' _ n ( Forgiveness ) - Single,,$ 1.29,2015 Sony Music Entertainment US Latin LLC,,10-Jul-15,531,15256,"El PerdÌ_n ( Gregor Salto Remix ) Nicky Jam & Enrique Iglesias 2015 Real Sounds July 1 , 2015",,El PerdÌ_n ( The Remixes ),"International , Latin Music , Latin Hip-Hop",$ 1.29,,4:09,
32,0,378,5147,"Take Care ( feat . Rihanna ) Take Care ( Deluxe Version ) Hip-Hop/Rap , Music $ 1.29",Drake,,,,‰ ãÑ 2011 Cash Money Records Inc.,4:37,15-Nov-11,846,43656,"Make Me Proud [ feat . Nicki Minaj ] [ Clean ] Take Care ( Deluxe Edition ) 3:39 March 20 , 2012",Drake,,Rap & Hip-Hop,$ 1.29,( C ) 2012 Cash Money Records Inc.,,
33,0,207,2694,"Whateva ( feat . Monty ) Fetty Wap Hip-Hop/Rap , Music , Rap Album Only 2015 300 Entertainment/RGF Productions",,Fetty Wap ( Deluxe ),,,,5:11,,538,17169,"My Way ( feat . Monty ) [ Explicit ] Fetty Wap Fetty Wap ( Deluxe ) [ Explicit ] Rap & Hip-Hop ( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves 3:33",,,,$ 1.29,,,"September 25 , 2015"
34,1,48,592,I Ai n't Livin ' Long Like This Take It to the Bank - EP 2014 Sony Music Entertainment,Chris Janson,,"Country , Music",$ 1.29,,4:13,24-Feb-14,848,43689,"I Ai n't Livin ' Long Like This Chris Janson Take It to the Bank ( EP ) February 24 , 2014",,,Country,$ 1.29,( C ) 2012 Cash Money Records Inc.,4:13,
35,1,202,2479,I Ca n't Go There ( Acoustic Version ) $ 0.99 2002 BMG 3:45,Kenny Chesney,"No Shoes , No Shirt , No Problems","Country , Music , Contemporary Country , Urban Cowboy",,,,2-Apr-02,715,33786,"I Ca n't Go There ( Acoustic Version ) Kenny Chesney No Shoes , No Shirt , No Problems Country 3:45 April 2 , 2002",,,,$ 0.99,Underground Avenue,,
36,0,148,1542,Second Chance ( Live Acoustic from Kansas City ) $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 18-Apr-11,Shinedown,Somewhere In the Stratosphere ( Live ),"Rock , Music , Metal , Alternative , Hard Rock",,,5:06,,834,41590,Times Like These ( Live Acoustic From Kansas City ) Shinedown Rock 4:07,,Somewhere In The Stratosphere,,$ 1.29,( C ) 2005 MCA Nashville,,"April 18 , 2011"
37,1,357,5001,"Who I Am With You Chris Young Country , Music , Urban Cowboy , Contemporary Country ‰ ãÑ 2013 Sony Music Entertainment 3:13",,A.M.,,$ 1.29,,,16-Sep-13,459,3099,"Who I Am With You Country September 16 , 2013",Chris Young,A.M.,,$ 1.29,"( C ) 2010 Hollywood Records , Inc.",3:11,
38,0,183,2021,If I Am a Stranger ( Live In Amsterdam ) Live After Deaf ( Live ) [ Complete Collection ] 2012 PAXAM RECORDS 5:10,Ryan Adams,,"Singer/Songwriter , Music , Rock",$ 0.99,,,2-Jul-12,666,28279,"16 Days ( Live in London 2 Bonus Track ) Ryan Adams Folk , Rock $ 0.99 4:56 July 2 , 2012",,Live After Deaf ( Collection ),,,2012 PAXAM RECORDS,,
39,0,421,6290,Gold ( feat . Eighty4 Fly ) Macklemore & Ryan Lewis The Heist ( Deluxe Edition ),,,"Hip-Hop/Rap , Music , Rap , Alternative Rap , West Coast Rap",$ 1.29,"‰ ãÑ 2012 Macklemore , LLC .",4:11,1-Aug-12,869,47840,"Neon Cathedral ( feat . Allen Stone ) Macklemore & Ryan Lewis The Heist [ Explicit ] Rap & Hip-Hop 2014 Selena Garcia & Steven Gomez October 9 , 2012",,,,$ 1.29,,4:34,
40,0,83,1193,The Whisperer ( feat . Sia ) Listen $ 1.29 3:54,David Guetta,,"Dance , Music , Electronic , House , Rock , French Pop",,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",,24-Nov-14,644,28006,S.T.O.P ( feat . Ryan Tedder ) David Guetta Listen ( Deluxe ) Dance & Electronic 2015 If Moving Your Mine,,,,$ 1.29,,3:34,"November 24 , 2014"
41,0,55,801,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ] 2012 The Island Def Jam Music Group,Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",$ 1.29,,4:40,11-Sep-12,676,29543,Love Me Like You Do ( Sax Instrumental Version ) Justin Ward Love Me Like You Do - Made Popular By Ellie Goulding Pop ( c ) 2015 Covered Records 3:16,,,,$ 0.89,,,
42,1,416,6234,"Doin ' My Thing Doin ' My Thing Country , Music , Contemporary Country ‰ ãÑ 2009 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203 2-Oct-09",Luke Bryan,,,$ 1.29,,3:09,,529,13713,Doin ' My Thing Luke Bryan Doin ' My Thing Country $ 1.29 3:09,,,,,( C ) 2009 Capitol Records Nashville,,"October 2 , 2009"
43,0,263,3349,Remember You ( feat . The Weeknd ) $ 1.99 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 4-Dec-12,Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",,,5:20,,481,7362,"KK ( feat . Project Pat & Juicy J ) [ Explicit ] $ 1.29 August 19 , 2014",Wiz Khalifa,Blacc Hollywood ( Deluxe ) [ Explicit ],Rap & Hip-Hop,,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:09,
44,0,298,3549,"Turn Around ( 5,4,3,2,1 ) [ AK Remix ] Turn Around ( 5,4,3,2,1 ) [ Remixes ] Dance,Music,Hip-Hop / Rap , Dirty South , Rap , Electronic $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 5:09",Flo Rida,,,,,,19-Apr-11,556,19057,"Gdfr ( Feat . Sage The Gemini & Lookas ) [ K. Theory Remix ] Rap & Hip-Hop $ 1.29 3:08 January 21 , 2015",Flo Rida,Gdfr ( Feat . Sage The Gemini & Lookas ) [ Remixes ],,,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,,
45,0,164,1625,"Fake ( Demo ) Us and Them ( Deluxe Version ) Rock , Music , Metal , Hard Rock , Alternative 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 4-Oct-05",Shinedown,,,$ 1.29,,5:05,,623,27515,Left Out [ Demo ] Shinedown 2015 Mad Decent,,Leave A Whisper ( Deluxe ),Rock,$ 1.29,,3:36,"May 27 , 2003"
46,1,220,2749,"Whateva ( feat . Monty ) Fetty Wap Hip-Hop/Rap , Music , Rap 2015 300 Entertainment/RGF Productions",,Fetty Wap ( Deluxe ),,Album Only,,5:11,,537,17161,"Whateva ( feat . Monty ) [ Clean ] Fetty Wap ( Deluxe ) [ Clean ] $ 1.29 ( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves 5:11 September 25 , 2015",Fetty Wap,,Rap & Hip-Hop,,,,
47,0,391,5409,Every Time You Go Bright Lights ( Deluxe Version ) ‰ ãÑ 2010 Polydor Ltd. ( UK ) 29-Nov-10,Ellie Goulding,,"Pop , Music , Dance , Rock",$ 1.29,,3:25,,568,20551,"I Know You Care $ 1.29 3:26 August 27 , 2013",Ellie Goulding,Halcyon ( Deluxe ),Pop,,( C ) 2013 Polydor Ltd. ( UK ),,
48,1,65,1148,Goner twenty one pilots,,Blurryface,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",$ 1.29,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:56,15-May-15,496,7757,Goner twenty one pilots Alternative Rock $ 1.29 3:56,,Blurryface,,,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,,"May 15 , 2015"
49,0,100,1262,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] One Love ( Deluxe Version ) Dance , Music 2010 Gum Prod licence exclusive Parlophone Music France 2:51 21-Aug-09",David Guetta,,,$ 1.29,,,,757,34894,"Gettin ' Over ( Feat . Chris Willis ; Continuous Mix Version ) David Guetta One Love ( Deluxe Version ) Dance & Electronic ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd August 21 , 2009",,,,$ 1.29,,3:31,
50,0,125,1309,"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta Listen ( Deluxe Version ) Dance , Music , Rock , House , Electronic , French Pop 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 3:20 24-Nov-14",,,,$ 1.29,,,,760,34898,Gettin ' Over You ( Feat . Fergie & Lmfao ) Dance & Electronic ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,David Guetta,One Love ( Deluxe Version ),,$ 1.29,,3:07,"August 21 , 2009"
51,0,362,5071,Obsession ( feat . JD Davis & Miss B ) Pop Life ( Extended Version ) [ Bonus Version ] Album Only 3:06 18-Sep-07,David Guetta,,"Dance , Music , Rock , Pop , House , Electronic , Electronica , Adult Alternative",,‰ ãÑ 2007 Gum Records,,,770,34920,"Gettin ' Over ( Feat . Chris Willis ; Continuous Mix Version ) David Guetta One Love ( Deluxe Version ) Dance & Electronic ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd 3:31 August 21 , 2009",,,,$ 1.29,,,
52,0,26,317,Epilogue ( feat . George the Poet ) $ 1.29 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd 1:28 6-May-14,Naughty Boy,Hotel Cabana,"Pop , Music , R&B / Soul , Contemporary R&B , Hip-Hop/Rap , Pop/Rock , Rock",,,,,577,22283,Wonder [ feat . Emeli SandÌ © ] Naughty Boy Hotel Cabana ( Deluxe Version ) [ Explicit ] $ 1.29 ( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd 3:27,,,Pop,,,,"May 6 , 2014"
